n_sites,mechanism,rate,eta_pilot_mean,pilot_samples
64,rescue,0.004641588833612777,0.1071260044258997,5
64,rescue,0.01,0.2013401246586543,5
64,rescue,0.021544346900318832,0.37084501657613045,5
64,rescue,0.046415888336127774,0.6204042358851233,5
64,rescue,0.1,0.8654989386056844,5
64,rescue,0.21544346900318823,0.9788556631362144,5
64,rescue,0.46415888336127775,0.9958623956628225,5
64,rescue,1.0,0.9975148545231811,5
64,rescue,2.154434690031882,0.9979558026792382,5
64,rescue,4.6415888336127775,0.9982610310463242,5
64,rescue,5.274997063702617,0.998328520273394,5
64,rescue,5.994842503189409,0.9984061251852804,5
64,rescue,6.812920690579611,0.9984957476349188,5
64,rescue,7.742636826811269,0.9985988638201146,5
64,rescue,8.79922543569107,0.9987161566649494,5
64,rescue,10.0,0.998847073050577,5
64,dephasing,0.001,0.01649525482182143,5
64,dephasing,0.0026101572156825357,0.016961828659008908,5
