alpha,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,level_15,level_16,level_17,level_18,level_19,level_20,level_21,level_22,level_23,level_24,level_25,level_26,level_27,level_28,level_29,level_30,level_31,level_32,level_33,level_34,level_35,level_36,level_37,level_38,level_39,level_40,level_41,level_42,level_43,level_44,level_45,level_46,level_47,level_48,level_49,level_50,level_51,level_52,level_53,level_54,level_55,level_56,level_57,level_58,level_59,level_60,level_61,level_62,level_63
0.32,-3.824454719344998,-3.0065098097227576,-2.937552600862848,-2.632674588766004,-2.4398118700823543,-2.302587758884888,-2.1196076912406117,-1.9786822490611555,-1.8147296791437604,-1.7457724702838469,-1.621866960460118,-1.5529097516002053,-1.484642849262646,-1.4156856404027343,-1.2480317395033553,-1.1607373394389155,-1.1108076283058843,-1.0917801305790038,-0.9278275606616072,-0.9179449096222417,-0.7869021184821532,-0.7349648419779646,-0.5977407307804902,-0.5940393997985121,-0.45681528860103926,-0.43008682988111496,-0.3611296210212024,-0.2928627186836423,-0.2738352209567607,-0.22390550982373042,-0.1,-0.03104279114008755,0.03104279114008798,0.09999999999999998,0.22390550982373097,0.2738352209567614,0.2928627186836423,0.361129621021203,0.4300868298811148,0.456815288601039,0.5940393997985121,0.5977407307804912,0.7349648419779634,0.7869021184821536,0.9179449096222416,0.9278275606616042,1.0917801305790036,1.110807628305884,1.1607373394389136,1.2480317395033578,1.4156856404027358,1.4846428492626451,1.552909751600206,1.6218669604601192,1.7457724702838482,1.8147296791437613,1.9786822490611586,2.119607691240611,2.3025877588848878,2.439811870082356,2.632674588766001,2.937552600862848,3.006509809722753,3.824454719344997
0.33,-3.7812937623309946,-2.9910928806915797,-2.921066280511565,-2.603043639203151,-2.406801812416197,-2.2646928315542305,-2.1308653988721407,-1.9384776049472847,-1.8128427575637265,-1.7428161573837195,-1.6166009307767755,-1.5465743305967659,-1.4744919499148013,-1.404465349734793,-1.2285516892883535,-1.1482767233078566,-1.0864427084263784,-1.0782501231278494,-0.9526152757442945,-0.8902008816394277,-0.7602274818194329,-0.7563734489573415,-0.6142644680953684,-0.5639856550324819,-0.43835080764892675,-0.42187667417050784,-0.36832420746891864,-0.296241826786952,-0.28804924148842254,-0.22621522660694499,-0.09999999999999971,-0.0299733998199935,0.02997339981999279,0.10000000000000002,0.2262152266069449,0.2880492414884217,0.2962418267869525,0.3683242074689197,0.42187667417050684,0.4383508076489264,0.5639856550324824,0.6142644680953672,0.7563734489573419,0.7602274818194331,0.890200881639427,0.952615275744296,1.0782501231278485,1.0864427084263784,1.1482767233078597,1.2285516892883521,1.40446534973479,1.4744919499147993,1.5465743305967694,1.6166009307767737,1.7428161573837198,1.8128427575637276,1.9384776049472823,2.13086539887214,2.2646928315542265,2.4068018124162025,2.603043639203158,2.9210662805115617,2.9910928806915726,3.781293762331
0.34,-3.738725134319787,-2.9760697216434995,-2.905011368154423,-2.57366581027356,-2.374320439122113,-2.2270601078739602,-2.142355955478151,-1.8987730902115876,-1.8110103975972789,-1.7399520441082008,-1.611665026445835,-1.5406066729567542,-1.464404695197678,-1.3933463417085938,-1.2092611150758885,-1.1361176775353068,-1.0650593240462267,-1.0620007838277299,-0.9772966314319212,-0.8626554126762811,-0.7779512602804726,-0.7337137661653621,-0.6306909290323136,-0.5343683950139129,-0.44660570239960595,-0.3871080637657553,-0.37554734891052616,-0.30240391136994543,-0.2993453711514495,-0.2282870176623687,-0.10000000000000005,-0.02894164651091989,0.028941646510919548,0.09999999999999987,0.22828701766236956,0.2993453711514485,0.30240391136994604,0.375547348910526,0.3871080637657548,0.4466057023996067,0.5343683950139138,0.6306909290323144,0.7337137661653619,0.7779512602804722,0.8626554126762813,0.9772966314319192,1.0620007838277328,1.0650593240462274,1.1361176775353048,1.209261115075887,1.3933463417085918,1.4644046951976768,1.540606672956752,1.611665026445833,1.739952044108202,1.8110103975972813,1.898773090211589,2.142355955478145,2.2270601078739554,2.374320439122113,2.573665810273562,2.9050113681544243,2.9760697216435115,3.7387251343197856
0.35000000000000003,-3.6967747729352145,-2.9614540607804964,-2.8894005104475355,-2.544556166655133,-2.3423547340719346,-2.189740751017986,-2.1540797982928312,-1.859592868767745,-1.8092354545004181,-1.737181904167461,-1.6070340219172252,-1.5349804715842725,-1.4544200388632686,-1.3823664885303137,-1.19013612779186,-1.1242721566130325,-1.0522186062800785,-1.037522144737904,-1.0018611920127498,-0.8353207121547128,-0.7996597594295575,-0.7073742624876665,-0.6470457763756046,-0.5051728299044745,-0.45481541563714534,-0.38276186530419315,-0.3525588468505207,-0.31689789412536506,-0.30220143258319215,-0.23014788225023824,-0.10000000000000042,-0.02794644966704671,0.027946449667046507,0.10000000000000046,0.2301478822502388,0.3022014325831916,0.3168978941253655,0.3525588468505204,0.3827618653041933,0.45481541563714617,0.5051728299044755,0.6470457763756035,0.7073742624876664,0.7996597594295582,0.8353207121547125,1.0018611920127498,1.0375221447379035,1.052218606280078,1.1242721566130318,1.1901361277918576,1.3823664885303153,1.4544200388632715,1.534980471584272,1.6070340219172226,1.7371819041674625,1.8092354545004161,1.859592868767744,2.1540797982928335,2.1897407510179847,2.342354734071943,2.5445561666551244,2.8894005104475444,2.961454060780489,3.6967747729352105
0.36,-3.655469973016383,-2.9472602337693257,-2.8742477441464667,-2.515729782457611,-2.310895876799923,-2.1660380048994017,-2.152783835463532,-1.8209624194287073,-1.8075200432105523,-1.7345075535876855,-1.6026861375528605,-1.5296736479300004,-1.4445740962164701,-1.3715616065936043,-1.1711556862411425,-1.112752680181645,-1.039740190558779,-1.0262978143406218,-1.0130436449047564,-0.8214639086829312,-0.8082097392470637,-0.6812222288699286,-0.6633518673465418,-0.47638832321223806,-0.46294594699408004,-0.38993345737121593,-0.3315304513117156,-0.3182762818758466,-0.3048339056576913,-0.23182141603482526,-0.1000000000000002,-0.02698751037713469,0.0269875103771349,0.10000000000000023,0.23182141603482587,0.30483390565769053,0.3182762818758482,0.33153045131171527,0.3899334573712155,0.4629459469940815,0.47638832321223845,0.6633518673465412,0.6812222288699293,0.8082097392470642,0.8214639086829311,1.0130436449047535,1.026297814340621,1.0397401905587795,1.1127526801816452,1.1711556862411494,1.371561606593607,1.4445740962164695,1.5296736479299948,1.6026861375528607,1.7345075535876857,1.8075200432105538,1.8209624194287088,2.1527838354635347,2.1660380048994043,2.310895876799921,2.5157297824576155,2.8742477441464636,2.9472602337693266,3.6554699730163867
0.37,-3.614839446871803,-2.9335031974683687,-2.859568458673416,-2.4872018381154266,-2.2799390822254177,-2.178232209269984,-2.116236614049813,-1.805865588711991,-1.7829085969547673,-1.7319308499170403,-1.5986028328219875,-1.5246680940270338,-1.4349003646463845,-1.3609656258514262,-1.1523014734690415,-1.101572347551335,-1.0505946005136049,-1.0276376087563794,-0.9885990052934365,-0.843331844623598,-0.7813362494034327,-0.6796293764479953,-0.6552709881983886,-0.47096522406560837,-0.44800823230838127,-0.3970304852706529,-0.3463013593529464,-0.3072627558900057,-0.2843057641327788,-0.23332801709505052,-0.0999999999999999,-0.026065261205044533,0.026065261205044373,0.09999999999999964,0.23332801709504972,0.2843057641327793,0.30726275589000596,0.3463013593529453,0.39703048527065243,0.4480082323083819,0.47096522406560815,0.6552709881983881,0.6796293764479973,0.7813362494034325,0.8433318446235986,0.9885990052934371,1.0276376087563774,1.0505946005136044,1.1015723475513357,1.1523014734690409,1.3609656258514273,1.434900364646386,1.5246680940270314,1.5986028328219872,1.731930849917037,1.7829085969547682,1.8058655887119928,2.1162366140498197,2.178232209269981,2.2799390822254146,2.487201838115426,2.859568458673414,2.933503197468368,3.614839446871805
0.38,-3.5749133824861237,-2.9201985426800556,-2.8453793720858895,-2.458987701849952,-2.249483356676565,-2.190664532279835,-2.0801448656156056,-1.8042728620438957,-1.7454596910364042,-1.7294536914497232,-1.5947685168705144,-1.519949346276332,-1.4254300258095536,-1.3506108552153748,-1.133557676040397,-1.0907448512303477,-1.0747388516436662,-1.0159256806361687,-0.964219184979439,-0.865234506470283,-0.7547148398060534,-0.6958960154093217,-0.6295340104002319,-0.47884283623434487,-0.42002966522684865,-0.40402366564016695,-0.3612108408301152,-0.30950434517338354,-0.25069117416588704,-0.2346851745792066,-0.10000000000000006,-0.02518082940582144,0.02518082940582192,0.09999999999999966,0.234685174579205,0.250691174165887,0.3095043451733844,0.36121084083011473,0.4040236656401663,0.42002966522684826,0.47884283623434465,0.6295340104002318,0.6958960154093211,0.7547148398060533,0.8652345064702823,0.9642191849794369,1.015925680636169,1.074738851643667,1.0907448512303468,1.133557676040399,1.3506108552153757,1.4254300258095534,1.5199493462763345,1.5947685168705152,1.72945369144972,1.745459691036401,1.8042728620438981,2.0801448656156065,2.1906645322798384,2.2494833566765666,2.4589877018499506,2.8453793720858847,2.920198542680066,3.5749133824861117
0.39,-3.5357234982988275,-2.9073625053751915,-2.8316985167959885,-2.431102997956983,-2.2195312212403016,-2.203337523872353,-2.044553269982159,-1.8027420050333478,-1.727078016454138,-1.708645481844683,-1.5911702283166667,-1.515506239737463,-1.4161922770585247,-1.3405282884793173,-1.1149107208984532,-1.0987170235305068,-1.0802844889210543,-1.004620500341845,-0.9399327696403121,-0.887145246813828,-0.7283609929236314,-0.7121672955556883,-0.6040249815028391,-0.48654972797482066,-0.4108857393956143,-0.3924532047861591,-0.376259507418215,-0.3115717767166807,-0.23590778813747218,-0.21747525352801786,-0.10000000000000012,-0.024336011420791566,0.02433601142079224,0.10000000000000012,0.21747525352801686,0.23590778813747304,0.3115717767166805,0.3762595074182132,0.3924532047861577,0.410885739395613,0.486549727974822,0.6040249815028392,0.712167295555687,0.728360992923631,0.8871452468138282,0.9399327696403105,1.0046205003418456,1.0802844889210539,1.0987170235305088,1.114910720898452,1.3405282884793177,1.4161922770585262,1.51550623973746,1.5911702283166653,1.7086454818446875,1.727078016454142,1.8027420050333491,2.0445532699821602,2.2033375238723583,2.2195312212402984,2.4311029979569856,2.8316985167959854,2.907362505375194,3.535723498298825
0.4,-3.497303092871717,-2.89501197577824,-2.8185452317115725,-2.403563663552763,-2.2162541146181116,-2.1900884337992874,-2.0095057761658897,-1.8012725464592947,-1.7248058023926283,-1.6724972904790856,-1.5877973167058232,-1.511330572639158,-1.4072146590724248,-1.3307479150057595,-1.1225146852991608,-1.0963490044803414,-1.0702061733856154,-0.9937394293189502,-0.9157663468469427,-0.9090394555456874,-0.7284567979122883,-0.7022911170934688,-0.578757861160134,-0.4940578873868727,-0.4175911433202075,-0.3914483122254809,-0.36528263140666145,-0.3134752297534719,-0.23700848568680777,-0.1846999737732622,-0.09999999999999976,-0.023533255933334944,0.023533255933334548,0.09999999999999996,0.18469997377326158,0.23700848568680882,0.3134752297534734,0.3652826314066613,0.391448312225481,0.4175911433202064,0.4940578873868721,0.5787578611601338,0.7022911170934695,0.7284567979122889,0.9090394555456881,0.9157663468469425,0.9937394293189495,1.0702061733856163,1.0963490044803426,1.1225146852991612,1.3307479150057597,1.407214659072423,1.511330572639154,1.5877973167058212,1.6724972904790845,1.724805802392632,1.8012725464592936,2.0095057761658905,2.1900884337992927,2.216254114618105,2.4035636635527626,2.818545231711575,2.895011975778248,3.497303092871717
0.41000000000000003,-3.4596870874203645,-2.8831645046370844,-2.8059401576430028,-2.3763859948986474,-2.229417574859723,-2.161163726796162,-1.9750459434074834,-1.799863412115369,-1.7226390651212828,-1.637048022299076,-1.5846411440128754,-1.5074167970187986,-1.398523360624203,-1.3212990136301197,-1.1461164823380068,-1.0778626342744488,-1.0605254395157944,-0.9833010925217139,-0.9308942142355155,-0.8917448508857716,-0.7447764308468403,-0.6765225827832806,-0.5537469297773633,-0.5013400514911667,-0.42411570449708336,-0.40677850973843194,-0.3385246616748725,-0.31522226810248927,-0.23799792110840737,-0.15240687828619798,-0.09999999999999998,-0.022775653005918512,0.022775653005918325,0.10000000000000003,0.15240687828619712,0.2379979211084069,0.3152222681024897,0.33852466167487316,0.4067785097384313,0.4241157044970835,0.5013400514911655,0.5537469297773633,0.6765225827832805,0.7447764308468399,0.8917448508857694,0.9308942142355149,0.9833010925217128,1.0605254395157973,1.0778626342744468,1.1461164823380054,1.3212990136301206,1.3985233606242031,1.507416797018798,1.58464114401288,1.6370480222990704,1.7226390651212826,1.7998634121153674,1.9750459434074839,2.161163726796165,2.2294175748597223,2.376385994898651,2.805940157643004,2.8831645046370866,3.459687087420365
0.42,-3.422912058802662,-2.871838305925978,-2.7939052328657774,-2.349586683996389,-2.2428314799890927,-2.1327685680428936,-1.9412172436364499,-1.7985129311197037,-1.7205798580595058,-1.6023322007431566,-1.581694815166212,-1.5037617421060134,-1.3901434907597625,-1.3122104176995613,-1.1695061051828188,-1.059443193236627,-1.05125844786647,-0.9733253748062699,-0.9526879892293241,-0.8678918688301764,-0.7611366648228775,-0.6510737528766877,-0.5290068259368862,-0.5083694403599427,-0.430436367299742,-0.4222516219295848,-0.31681811595349146,-0.31218870998339404,-0.23888504289329207,-0.12063738557694464,-0.09999999999999976,-0.022066926939799586,0.02206692693979987,0.09999999999999981,0.12063738557694444,0.23888504289329063,0.31218870998339426,0.3168181159534921,0.4222516219295842,0.43043636729974066,0.5083694403599429,0.5290068259368863,0.651073752876688,0.7611366648228768,0.8678918688301787,0.9526879892293275,0.9733253748062705,1.05125844786647,1.0594431932366286,1.169506105182818,1.312210417699565,1.3901434907597645,1.5037617421060112,1.5816948151662116,1.6023322007431564,1.7205798580595049,1.7985129311197086,1.9412172436364494,2.132768568042899,2.2428314799890927,2.34958668399639,2.793905232865777,2.8718383059259724,3.4229120588026616
0.43,-3.3870162601397844,-2.8610522551517525,-2.7824636856722216,-2.3231828457871857,-2.2564996806841884,-2.1049169456513703,-1.908063319476444,-1.7972188407991614,-1.718630271319634,-1.57895294066334,-1.568385988820151,-1.5003643711838086,-1.382099314488411,-1.303510745008883,-1.1926662663315992,-1.0424219838321183,-1.0410835312987805,-0.9744003661957782,-0.9638334143525902,-0.8442299051238524,-0.7775467400208508,-0.6259640049880308,-0.5151195263107488,-0.5045525744675607,-0.4378694093645593,-0.43653095683121945,-0.31826590013582134,-0.2862866743317384,-0.23967733065629176,-0.1000000000000002,-0.0894330481568117,-0.021411430520470322,0.02141143052047094,0.08943304815681138,0.09999999999999977,0.23967733065629132,0.2862866743317393,0.31826590013582157,0.4365309568312201,0.43786940936456,0.50455257446756,0.5151195263107494,0.6259640049880307,0.7775467400208503,0.8442299051238519,0.9638334143525896,0.974400366195779,1.041083531298781,1.0424219838321211,1.1926662663316028,1.3035107450088819,1.3820993144884133,1.5003643711838126,1.568385988820147,1.5789529406633382,1.7186302713196306,1.797218840799161,1.9080633194764391,2.104916945651368,2.2564996806841906,2.3231828457871933,2.7824636856722265,2.8610522551517477,3.387016260139782
0.44,-3.3520396257994087,-2.850825882350895,-2.771640020603358,-2.2971920359839593,-2.2704262771548382,-2.0776251743480656,-1.8756281948998663,-1.7959782925354448,-1.716792430787915,-1.5764114308995485,-1.5352471950114959,-1.4972255691520167,-1.3744144514513446,-1.2952285897038127,-1.215578687339395,-1.0340334515629774,-1.022777584532622,-0.9960118257034989,-0.9548475898154464,-0.8207806050844164,-0.7940148462552933,-0.6012137434485182,-0.5215638410841014,-0.4803996051960496,-0.4536338463669276,-0.4423779793365707,-0.31956686163589704,-0.26083274356015246,-0.2403809998883666,-0.1000000000000001,-0.05883576411194727,-0.02081413825246931,0.020814138252468556,0.05883576411194774,0.10000000000000035,0.2403809998883665,0.2608327435601523,0.3195668616358975,0.44237797933656947,0.4536338463669284,0.4803996051960499,0.5215638410841015,0.6012137434485175,0.7940148462552933,0.8207806050844156,0.9548475898154466,0.9960118257034996,1.02277758453262,1.0340334515629759,1.2155786873393994,1.2952285897038132,1.374414451451343,1.4972255691520144,1.5352471950114952,1.5764114308995487,1.716792430787915,1.7959782925354477,1.875628194899864,2.0776251743480723,2.270426277154841,2.297192035983963,2.771640020603362,2.8508258823508865,3.352039625799411
0.45,-3.318023757011421,-2.841179358784989,-2.761459994850276,-2.28461559662384,-2.2716322593098184,-2.0509117182253385,-1.843956437012521,-1.794787861083381,-1.715068497148667,-1.5740673199989035,-1.5029552598627556,-1.4943479560641901,-1.3671120387860831,-1.28739267485137,-1.2382240989222297,-1.026110861636318,-1.0175035578377507,-1.004520220523732,-0.946391497701605,-0.8105482766249347,-0.7975649393109139,-0.5768443982264371,-0.5276758222972947,-0.4695470994751689,-0.45656376216114886,-0.4479564583625821,-0.3207205410844775,-0.24100117714976557,-0.2358432210766718,-0.09999999999999992,-0.02888793986385546,-0.0202806360652881,0.020280636065287492,0.028887939863854625,0.09999999999999971,0.23584322107667108,0.24100117714976566,0.3207205410844779,0.4479564583625824,0.45656376216114924,0.46954709947517004,0.5276758222972939,0.5768443982264363,0.7975649393109153,0.8105482766249338,0.9463914977016062,1.0045202205237316,1.0175035578377514,1.026110861636317,1.2382240989222304,1.287392674851374,1.3671120387860813,1.4943479560641888,1.5029552598627556,1.574067319998902,1.7150684971486685,1.7947878610833807,1.8439564370125208,2.050911718225338,2.271632259309817,2.284615596623838,2.7614599948502687,2.8411793587849883,3.3180237570114217
0.46,-3.285011883932675,-2.8321334762671384,-2.751950581075969,-2.299072173410436,-2.246521967700861,-2.024797023782181,-1.8130932678160385,-1.7936435600353207,-1.713460664844155,-1.5719186161166414,-1.4917357209254725,-1.4715512190885243,-1.3602148601504995,-1.2800319649593337,-1.2605822571786187,-1.0388573132599335,-1.0186728114229862,-0.9863071075503632,-0.9384899162318165,-0.8271535572937901,-0.7746033515842207,-0.5528784076655391,-0.5334286998848256,-0.4856115085662773,-0.4532458046936566,-0.4330613028567079,-0.32172494391868256,-0.24154204872751345,-0.2113363589380244,-0.10000000000000003,-0.019817104808831334,-0.0003673970281179093,0.00036739702811786653,0.019817104808831056,0.09999999999999983,0.21133635893802588,0.24154204872751378,0.32172494391868256,0.43306130285670763,0.453245804693657,0.48561150856627816,0.5334286998848258,0.5528784076655388,0.7746033515842213,0.8271535572937909,0.9384899162318162,0.986307107550365,1.0186728114229853,1.0388573132599337,1.2605822571786174,1.2800319649593315,1.360214860150499,1.471551219088522,1.4917357209254734,1.5719186161166407,1.7134606648441575,1.7936435600353235,1.8130932678160345,2.024797023782181,2.2465219677008634,2.2990721734104302,2.7519505810759717,2.8321334762671397,3.285011883932674
0.47000000000000003,-3.2530487995598483,-2.823709617989029,-2.7431399126668055,-2.313800731095976,-2.2218800478564447,-1.9993033565333818,-1.7925408662856173,-1.783084624597297,-1.711971160963401,-1.5699641749625535,-1.489394469640337,-1.4410776385964499,-1.3537454430264708,-1.2826319793925733,-1.2731757377042539,-1.060055288069513,-1.0117384570256216,-0.9681346048299723,-0.9311687517034073,-0.8438365561334288,-0.7519158728938874,-0.5387954232591474,-0.5293391815708266,-0.5018295701325812,-0.45822571793693156,-0.40990888689304184,-0.32257669132306227,-0.2420069860008466,-0.18733219556997982,-0.10000000000000003,-0.02888653636610474,-0.019430294677784607,0.01943029467778471,0.02888653636610412,0.10000000000000023,0.18733219556997968,0.24200698600084675,0.3225766913230621,0.4099088868930416,0.4582257179369309,0.5018295701325804,0.5293391815708259,0.5387954232591468,0.751915872893886,0.8438365561334277,0.9311687517034076,0.968134604829972,1.011738457025622,1.0600552880695118,1.2731757377042543,1.282631979392574,1.35374544302647,1.4410776385964472,1.4893944696403378,1.5699641749625521,1.711971160963399,1.7830846245972962,1.792540866285616,1.9993033565333824,2.2218800478564473,2.3138007310959816,2.743139912666813,2.8237096179890213,3.2530487995598527
0.48,-3.2221807605460575,-2.8159297196736435,-2.735057207214305,-2.328806166341901,-2.1977257973853908,-1.9744546342824376,-1.7914747565129854,-1.7539771671360325,-1.7106022440536457,-1.5682035934100227,-1.4873310809506914,-1.4115785164924124,-1.3477261262636162,-1.3043512031812319,-1.2668536138042863,-1.081080040078275,-1.0053274756199946,-0.9499996711217797,-0.9244549631606613,-0.8606025729318673,-0.7295222039753724,-0.5437486302493619,-0.518203922288245,-0.5062510408724166,-0.4628761177900311,-0.3871235533317483,-0.3232711631029534,-0.24239865064362195,-0.16385239022879422,-0.09999999999999985,-0.05662507691761466,-0.019127487540668606,0.01912748754066803,0.05662507691761447,0.10000000000000005,0.16385239022879483,0.2423986506436218,0.32327116310295384,0.3871235533317486,0.4628761177900324,0.5062510408724166,0.5182039222882449,0.5437486302493628,0.7295222039753698,0.8606025729318668,0.9244549631606621,0.9499996711217805,1.005327475619994,1.081080040078276,1.266853613804283,1.3043512031812312,1.347726126263617,1.4115785164924133,1.4873310809506919,1.5682035934100242,1.7106022440536461,1.7539771671360305,1.7914747565129825,1.9744546342824372,2.1977257973853974,2.3288061663418937,2.735057207214314,2.815929719673634,3.2221807605460575
0.49,-3.192455349759213,-2.808816219861223,-2.7277326639012416,-2.344093534003249,-2.1740788887068834,-1.9502762502384396,-1.7904397588088838,-1.7258182294187692,-1.7093562028489044,-1.5666371203404457,-1.485553564380463,-1.3830991469103162,-1.342179099520779,-1.3257170729509122,-1.2610955435607967,-1.1019144344824696,-0.9994600170123198,-0.9318997891860976,-0.9183764610523393,-0.8774564136628062,-0.7074417683664336,-0.5482606592881064,-0.5347373311543481,-0.4836391298979916,-0.4671771033281239,-0.3647226858579743,-0.3238026384684413,-0.2427190825084584,-0.14092004738953334,-0.10000000000000031,-0.08353797343013122,-0.01891644404001852,0.01891644404001793,0.08353797343013208,0.10000000000000049,0.14092004738953362,0.24271908250845847,0.32380263846844015,0.3647226858579736,0.4671771033281228,0.48363912989799207,0.5347373311543485,0.5482606592881064,0.7074417683664329,0.8774564136628057,0.9183764610523403,0.9318997891860982,0.9994600170123207,1.1019144344824707,1.2610955435608002,1.325717072950911,1.3421790995207816,1.383099146910315,1.4855535643804596,1.5666371203404452,1.7093562028489033,1.725818229418772,1.7904397588088872,1.9502762502384376,2.1740788887068736,2.3440935340032505,2.7277326639012425,2.8088162198612285,3.192455349759216
0.5,-3.163921295388522,-2.802391998153766,-2.7211973304754613,-2.359668033240689,-2.150959319823678,-1.9267948794635736,-1.789430022588909,-1.708235354910606,-1.6986557131597266,-1.565265582228807,-1.4840709145504958,-1.3556859404779242,-1.34670605767584,-1.3371264159249585,-1.2559317482466517,-1.1225416173157328,-0.9941566432431591,-0.9138329038987201,-0.912961975564851,-0.894402451011888,-0.6856937375948721,-0.552303606663954,-0.5514326783300865,-0.4711089389856482,-0.4615292972347654,-0.34272396491307205,-0.32416444036010683,-0.2429697726818003,-0.1185595245529651,-0.10957964175088312,-0.09999999999999991,-0.018805332321693284,0.01880533232169318,0.0999999999999998,0.10957964175088294,0.11855952455296448,0.24296977268179976,0.3241644403601077,0.3427239649130717,0.46152929723476516,0.47110893898564754,0.5514326783300875,0.5523036066639546,0.6856937375948738,0.8944024510118865,0.912961975564852,0.9138329038987185,0.9941566432431601,1.1225416173157325,1.2559317482466528,1.3371264159249585,1.346706057675842,1.3556859404779236,1.4840709145504996,1.565265582228809,1.6986557131597215,1.7082353549106042,1.7894300225889097,1.9267948794635703,2.1509593198236816,2.3596680332406854,2.721197330475462,2.802391998153761,3.163921295388521
0.51,-3.1366282416319944,-2.796680300308042,-2.715482935705508,-2.3755349943815536,-2.128387351102583,-1.9040382626724885,-1.7884394097786305,-1.7072420451760968,-1.6725379202834583,-1.5640903213485413,-1.4828929567460085,-1.3672941038521438,-1.332589978959504,-1.3293861964559017,-1.251392614356969,-1.1429450154220575,-0.9894382551319496,-0.9114446730330178,-0.9082408905294148,-0.8957973721430764,-0.6642970297540377,-0.5682929492054657,-0.5558494308191251,-0.47465206621659134,-0.43994794132395126,-0.3243490884300883,-0.32114530592648555,-0.24315172382755307,-0.13470412489264053,-0.10000000000000037,-0.096796217496398,-0.018802635397465867,0.018802635397465427,0.0967962174963982,0.10000000000000031,0.13470412489264064,0.24315172382755287,0.3211453059264855,0.3243490884300872,0.43994794132395126,0.4746520662165916,0.555849430819126,0.5682929492054657,0.664297029754039,0.895797372143077,0.9082408905294155,0.9114446730330186,0.9894382551319516,1.1429450154220555,1.2513926143569676,1.329386196455902,1.332589978959503,1.3672941038521422,1.4828929567460067,1.5640903213485424,1.6725379202834538,1.7072420451760988,1.7884394097786291,1.9040382626724954,2.128387351102578,2.375534994381556,2.7154829357055084,2.7966803003080436,3.1366282416319975
0.52,-3.110626466559842,-2.791704649188278,-2.7106216836928834,-2.3916998663213205,-2.106383427278343,-1.8820349622046544,-1.787461609906779,-1.7063786444113893,-1.647513321726758,-1.5631131448330828,-1.4820301793376949,-1.3874568270398255,-1.3285915043551926,-1.3042478221484521,-1.2475085388598008,-1.1631083619661284,-0.9853260047768849,-0.9285867214882381,-0.9042430392814951,-0.8777919229231527,-0.6432702824452624,-0.5853212219099294,-0.5588701055515869,-0.47778714005619805,-0.4189218173715658,-0.32434846507369713,-0.3000047828669552,-0.24326549957830798,-0.15886532268463108,-0.09999999999999996,-0.07565631779325822,-0.018917034504610502,0.01891703450461097,0.07565631779325828,0.10000000000000009,0.15886532268463208,0.24326549957830781,0.30000478286695503,0.32434846507369697,0.4189218173715661,0.4777871400561981,0.5588701055515871,0.5853212219099303,0.6432702824452637,0.8777919229231528,0.904243039281495,0.9285867214882376,0.9853260047768845,1.1631083619661282,1.2475085388598028,1.3042478221484517,1.3285915043551926,1.387456827039822,1.4820301793376924,1.5631131448330824,1.6475133217267581,1.7063786444113906,1.7874616099067844,1.882034962204646,2.1063834272783453,2.3916998663213196,2.7106216836928914,2.7917046491882767,3.110626466559841
0.53,-3.085966543723993,-2.78748874077762,-2.7066460072355962,-2.4081682042892085,-2.0849680840538842,-1.8608140861118438,-1.7864902811075019,-1.705647547565474,-1.6236302605585315,-1.5623362831654666,-1.4814935496234383,-1.4071697446190996,-1.3251524576121525,-1.2803189961585193,-1.2443097240701197,-1.1830157466770579,-0.9818411932121409,-0.9458319211237473,-0.9009984596701124,-0.8598156264417302,-0.6226318008884159,-0.602520656723736,-0.5613378234953549,-0.48049508995332524,-0.39847780294637647,-0.32415399794204036,-0.2793205364884059,-0.24331126440001002,-0.18201728700694877,-0.10000000000000023,-0.05516653854636677,-0.01915726645797094,0.019157266457970393,0.05516653854636648,0.10000000000000013,0.18201728700694883,0.24331126440001002,0.27932053648840577,0.32415399794203964,0.39847780294637636,0.4804950899533242,0.5613378234953544,0.6025206567237364,0.6226318008884155,0.8598156264417302,0.9009984596701124,0.9458319211237469,0.9818411932121411,1.1830157466770628,1.2443097240701209,1.2803189961585177,1.3251524576121516,1.4071697446191012,1.481493549623435,1.5623362831654657,1.6236302605585287,1.7056475475654767,1.7864902811075063,1.8608140861118438,2.084968084053889,2.4081682042892134,2.7066460072355887,2.787488740777619,3.0859665437239934
