alpha,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,level_15,level_16,level_17,level_18,level_19,level_20,level_21,level_22,level_23,level_24,level_25,level_26,level_27,level_28,level_29,level_30,level_31,level_32,level_33,level_34,level_35,level_36,level_37,level_38,level_39,level_40,level_41,level_42,level_43,level_44,level_45,level_46,level_47,level_48,level_49,level_50,level_51,level_52,level_53,level_54,level_55,level_56,level_57,level_58,level_59,level_60,level_61,level_62,level_63
0.1,-4.884772989665787,-3.424907360457029,-3.4138866310413207,-3.320734408482291,-3.3020572487583433,-3.123904210392235,-2.9536020995319077,-1.954021001832556,-1.860868779273543,-1.8498480498578271,-1.842191619549587,-1.8311708901338712,-1.7380186675748543,-1.6640385811834855,-1.65301785176777,-1.5598656292087534,-1.5411884694848008,-1.493736470323158,-1.4827157409074407,-1.3895635183484232,-1.37088635862447,-1.1927333202583692,-0.38998242064907196,-0.37130526092511756,-0.2781530383661012,-0.2671323089503836,-0.19315222255901587,-0.0999999999999994,-0.08897927058428326,-0.08132284027604524,-0.07030211086032855,-0.02285011169868826,0.022850111698688346,0.07030211086032838,0.08132284027604542,0.08897927058428289,0.1000000000000004,0.19315222255901657,0.26713230895038426,0.2781530383661014,0.37130526092511856,0.38998242064907207,1.1927333202583719,1.3708863586244702,1.3895635183484247,1.4827157409074387,1.493736470323157,1.5411884694847982,1.5598656292087554,1.6530178517677667,1.6640385811834897,1.7380186675748535,1.8311708901338684,1.8421916195495907,1.8498480498578285,1.8608687792735437,1.9540210018325581,2.9536020995319068,3.1239042103922436,3.3020572487583384,3.320734408482293,3.4138866310413114,3.424907360457028,4.8847729896657865
0.11,-4.833101566829313,-3.4030198922496018,-3.3857240866930263,-3.2754819807892828,-3.273907193498066,-3.0877012606197343,-2.90657185346753,-1.9556424121133245,-1.8454003062095783,-1.843825518918361,-1.8281045006530037,-1.8265297133617875,-1.716287607458038,-1.6576195860400305,-1.6403237804834532,-1.5300816745797066,-1.5285068872884882,-1.476490178887822,-1.4591943733312465,-1.3489522674274965,-1.3473774801362826,-1.161171547257946,-0.39802282607329664,-0.3964480387820802,-0.2862059328783317,-0.26891012732175645,-0.21024210590374862,-0.10000000000000026,-0.09842521270878421,-0.08270419444342454,-0.08112940715220766,-0.029112698751540222,0.029112698751540444,0.0811294071522081,0.08270419444342421,0.09842521270878317,0.1000000000000005,0.21024210590374817,0.2689101273217565,0.28620593287833207,0.3964480387820789,0.39802282607329637,1.1611715472579478,1.3473774801362828,1.3489522674274963,1.459194373331246,1.476490178887822,1.5285068872884866,1.5300816745797075,1.6403237804834525,1.6576195860400296,1.7162876074580373,1.8265297133617862,1.8281045006530001,1.8438255189183597,1.8454003062095776,1.9556424121133236,2.9065718534675278,3.087701260619734,3.273907193498062,3.2754819807892823,3.3857240866930316,3.4030198922496067,4.833101566829317
0.12,-4.78168640065575,-3.3814370727008325,-3.358431041895966,-3.2452117611738527,-3.2304682601821293,-3.051467468428532,-2.859729998241679,-1.9581817139410553,-1.8449624332189345,-1.8302189322272122,-1.8219564024140649,-1.8072129014223446,-1.6939936207002217,-1.6512181404736244,-1.628212109668757,-1.5149928289466394,-1.5002493279549136,-1.4594806702867724,-1.4364746394819023,-1.3232553587597822,-1.3085118577680568,-1.1295110660144712,-0.42170707445915223,-0.40696357346742923,-0.2937442927453096,-0.27073826194044176,-0.2279627817138421,-0.11474350099172231,-0.09999999999999999,-0.09173747018685426,-0.0769939691951321,-0.03622531152698797,0.03622531152698752,0.07699396919513213,0.09173747018685476,0.10000000000000031,0.11474350099172252,0.22796278171384235,0.27073826194044176,0.2937442927453095,0.4069635734674298,0.4217070744591513,1.1295110660144718,1.3085118577680614,1.3232553587597817,1.4364746394819026,1.4594806702867686,1.5002493279549143,1.5149928289466372,1.6282121096687558,1.6512181404736244,1.6939936207002246,1.807212901422344,1.8219564024140649,1.830218932227211,1.8449624332189347,1.9581817139410505,2.859729998241686,3.051467468428542,3.230468260182123,3.24521176117384,3.3584310418959658,3.3814370727008365,4.7816864006557545
0.13,-4.730536293054715,-3.3601261947914307,-3.3319934520440126,-3.2159938875778926,-3.1857535201306266,-3.0151928711873643,-2.8130852464875344,-1.9615833537807255,-1.8455837893145972,-1.8174510465671796,-1.8153434218673459,-1.78721067911993,-1.6712111146538,-1.644782772924084,-1.616650030176666,-1.5006504657105404,-1.470410098263287,-1.4426751482242486,-1.41454240547683,-1.2985428410107025,-1.268302473563449,-1.097741824620193,-0.4470409483038943,-0.41680058085664046,-0.30080101639051193,-0.27266827364309465,-0.24623993191338073,-0.13024036744725395,-0.10210762469983532,-0.10000000000000012,-0.07186725725258174,-0.044132307213546114,0.04413230721354616,0.07186725725258207,0.09999999999999977,0.10210762469983523,0.1302403674472533,0.24623993191338142,0.2726682736430942,0.3008010163905128,0.4168005808566412,0.4470409483038933,1.097741824620191,1.2683024735634516,1.2985428410107034,1.4145424054768316,1.4426751482242504,1.4704100982632862,1.500650465710539,1.6166500301766653,1.6447827729240858,1.6712111146538011,1.7872106791199296,1.8153434218673445,1.8174510465671792,1.8455837893146003,1.9615833537807295,2.813085246487527,3.0151928711873657,3.1857535201306315,3.215993887577888,3.3319934520440135,3.3601261947914374,4.730536293054713
0.14,-4.67966045181759,-3.339071982574789,-3.3063755710996308,-3.1862987983518263,-3.141384110022848,-2.9788648110375453,-2.766646534183734,-1.9657871018568236,-1.845710329109024,-1.813013917633862,-1.8007956407800445,-1.7680992293048847,-1.648022456557086,-1.6382763417947424,-1.6055799303195806,-1.4855031575717816,-1.4405884692428048,-1.4260580649409258,-1.3933616534657638,-1.2732848807179649,-1.2283701923889843,-1.0658508934036843,-0.4724254483910587,-0.4275107600620798,-0.30743398731428134,-0.2747375758391196,-0.26499146107677807,-0.14491468832897914,-0.11221827685381765,-0.10000000000000019,-0.06730358852483863,-0.052773184222959714,0.05277318422296027,0.06730358852483878,0.10000000000000007,0.11221827685381776,0.14491468832897902,0.2649914610767784,0.274737575839119,0.307433987314282,0.4275107600620804,0.47242544839105843,1.0658508934036843,1.2283701923889871,1.2732848807179644,1.393361653465766,1.4260580649409274,1.4405884692428037,1.4855031575717823,1.6055799303195832,1.6382763417947424,1.6480224565570856,1.7680992293048832,1.8007956407800438,1.8130139176338642,1.845710329109023,1.965787101856823,2.7666465341837325,2.978864811037549,3.1413841100228495,3.1862987983518214,3.3063755710996285,3.3390719825747723,4.67966045181759
0.15,-4.629068513707836,-3.318267671453273,-3.2815266552933315,-3.1561873002357617,-3.097401437371368,-2.9424679185910447,-2.720423071886589,-1.970725813038765,-1.8453864579811905,-1.80864544182125,-1.786600595116798,-1.7498595789568565,-1.6316670763364733,-1.6245202238992853,-1.5949260601765345,-1.469586705118965,-1.4108008422545684,-1.4096222296320229,-1.3728812134720814,-1.2475418584145088,-1.1887559955501181,-1.0338224767697917,-0.49784459956668226,-0.43905873670228995,-0.31371938164471774,-0.2841252179219652,-0.2769783654847776,-0.1587858628643922,-0.12204484670445287,-0.09999999999999981,-0.06325898384006051,-0.06208037121751227,0.062080371217512,0.06325898384006091,0.10000000000000007,0.12204484670445219,0.15878586286439222,0.276978365484778,0.2841252179219652,0.31371938164471735,0.4390587367022901,0.4978445995666818,1.03382247676979,1.1887559955501175,1.2475418584145102,1.3728812134720803,1.4096222296320202,1.4108008422545681,1.4695867051189615,1.5949260601765343,1.624520223899286,1.6316670763364756,1.749859578956861,1.7866005951167983,1.808645441821253,1.8453864579811965,1.9707258130387657,2.720423071886591,2.942467918591042,3.097401437371372,3.1561873002357586,3.2815266552933355,3.3182676714532735,4.629068513707836
0.16,-4.5787705690262115,-3.2977111694785037,-3.257388542759934,-3.125728204428222,-3.053845743077223,-2.905984225496682,-2.6744243908642567,-1.9763291432122312,-1.8446688048805204,-1.8043461781619512,-1.7727863435295241,-1.7324637168109536,-1.6249248259489804,-1.6008033784792417,-1.5846021992304076,-1.4529418608986973,-1.3933649913165562,-1.3810593995477,-1.353042364597982,-1.221382026266273,-1.1494995649152755,-1.0016380473347313,-0.5232867786142487,-0.45140431726325175,-0.31974397893154133,-0.30354279968270725,-0.2794213522129697,-0.17188246135099775,-0.13155983463242582,-0.09999999999999984,-0.07198296505028191,-0.059677373281427346,0.05967737328142753,0.07198296505028233,0.10000000000000005,0.13155983463242563,0.171882461350997,0.2794213522129691,0.30354279968270714,0.3197439789315417,0.4514043172632517,0.5232867786142479,1.0016380473347288,1.1494995649152762,1.221382026266273,1.3530423645979832,1.3810593995476996,1.3933649913165551,1.452941860898698,1.5846021992304096,1.6008033784792437,1.624924825948982,1.7324637168109505,1.7727863435295266,1.8043461781619496,1.8446688048805207,1.9763291432122356,2.6744243908642518,2.905984225496681,3.0538457430772263,3.1257282044282224,3.257388542759933,3.297711169478503,4.578770569026209
0.17,-4.52877718774118,-3.277403215872061,-3.233902229161394,-3.094991760293697,-3.0107576635963667,-2.869393496013973,-2.6286603860272986,-1.98252825729225,-1.8436177884245535,-1.8001168017138913,-1.7593836917272225,-1.715882705016559,-1.6180195241448316,-1.576972236148862,-1.574518537434169,-1.435608068566479,-1.3772864141581584,-1.3513739718691398,-1.333785427447497,-1.1948749585798042,-1.110640861882469,-0.9692766943000799,-0.5487428298447528,-0.4645087331474167,-0.3255982642797253,-0.3231445655650296,-0.28209727756906083,-0.18423409669733593,-0.1407331099866719,-0.09999999999999985,-0.08241145557835731,-0.056499013289336736,0.05649901328933614,0.08241145557835673,0.10000000000000013,0.14073310998667266,0.18423409669733543,0.28209727756906033,0.32314456556502924,0.3255982642797245,0.46450873314741775,0.5487428298447531,0.9692766943000791,1.1106408618824668,1.1948749585798037,1.3337854274474974,1.3513739718691398,1.3772864141581591,1.435608068566476,1.5745185374341697,1.5769722361488647,1.618019524144832,1.7158827050165584,1.7593836917272228,1.800116801713893,1.8436177884245544,1.9825282572922498,2.6286603860273066,2.8693934960139673,3.010757663596365,3.0949917602936954,3.233902229161397,3.277403215872057,4.528777187741185
0.18,-4.479099447277966,-3.2573464199976923,-3.211012504097801,-3.06404503347256,-2.96817859058158,-2.832673883976646,-2.5831413569855806,-1.9892594768175185,-1.8422920061922818,-1.7959580902923822,-1.7464255633013108,-1.7000916474014096,-1.6109208566963797,-1.5645869407964823,-1.5531241767761719,-1.417619470171241,-1.3613883297053075,-1.3217530272802713,-1.3150544138054094,-1.1680869431801706,-1.072220500289201,-0.93671579368427,-0.5742050630121093,-0.4783386201211399,-0.342833913516209,-0.33137114949590185,-0.28503723359600264,-0.19586644289097002,-0.1495325269910716,-0.09999999999999996,-0.09330138652513661,-0.053666084100102096,0.05366608410010174,0.09330138652513582,0.09999999999999998,0.14953252699107128,0.1958664428909699,0.28503723359600386,0.33137114949590185,0.34283391351620823,0.4783386201211397,0.5742050630121075,0.9367157936842693,1.0722205002891996,1.1680869431801708,1.3150544138054097,1.3217530272802727,1.3613883297053067,1.4176194701712408,1.5531241767761745,1.5645869407964812,1.610920856696381,1.7000916474014125,1.7464255633013115,1.795958090292385,1.8422920061922807,1.9892594768175207,2.5831413569855712,2.832673883976655,2.96817859058159,3.064045033472555,3.211012504097794,3.2573464199976936,4.479099447277966
0.19,-4.429748962060609,-3.2375447254654848,-3.188670590085076,-3.0329492858416907,-2.926150177152809,-2.7958030215029384,-2.537878048194459,-1.9964663534899425,-1.8407450492465658,-1.7918709138661528,-1.7339459405576823,-1.6850718051772655,-1.6035987849078048,-1.5547246495273916,-1.5293505009338877,-1.3990033452840114,-1.3456738115993334,-1.2967996762189193,-1.2922042365951283,-1.1410783719755426,-1.0342792632866562,-0.9039321076367817,-0.5996666772710215,-0.4928675685821363,-0.36252041293226245,-0.33714626433875927,-0.288272128958346,-0.20679910868888457,-0.15792497330847113,-0.10459543962379142,-0.10000000000000056,-0.051125864619586715,0.051125864619587374,0.1000000000000001,0.10459543962379145,0.15792497330847102,0.20679910868888396,0.2882721289583455,0.3371462643387583,0.3625204129322621,0.49286756858213715,0.5996666772710219,0.9039321076367828,1.034279263286655,1.141078371975542,1.292204236595129,1.2967996762189202,1.3456738115993345,1.3990033452840118,1.5293505009338892,1.5547246495273914,1.6035987849078046,1.6850718051772657,1.7339459405576794,1.7918709138661524,1.8407450492465625,1.9964663534899438,2.537878048194464,2.795803021502934,2.9261501771528096,3.0329492858416987,3.1886705900850685,3.2375447254654857,4.4297489620606125
0.2,-4.380737914903862,-3.2180030953923966,-3.1668352085165608,-3.0017589323820792,-2.884713121724259,-2.7587596126910525,-2.4928816889090837,-2.0041003890050986,-1.8390241128706228,-1.7878562259947808,-1.7219783022128032,-1.670810415336958,-1.5960247931796003,-1.5448569063037578,-1.5057341392024806,-1.3797806301692805,-1.3301468693976208,-1.2789789825217808,-1.2627348195114587,-1.1139027063873024,-0.9968568957294798,-0.8709033866962786,-0.6251214064833217,-0.5080755958254984,-0.3821220867923003,-0.342999319691022,-0.2918314328151775,-0.21704581065782252,-0.16587792378197885,-0.11624416301032132,-0.10000000000000007,-0.04883211312415622,0.04883211312415608,0.10000000000000014,0.1162441630103219,0.16587792378197805,0.2170458106578221,0.2918314328151775,0.34299931969102165,0.38212208679229925,0.5080755958255002,0.6251214064833208,0.8709033866962803,0.9968568957294791,1.1139027063873022,1.2627348195114578,1.2789789825217805,1.3301468693976228,1.3797806301692794,1.5057341392024772,1.5448569063037552,1.5960247931796,1.6708104153369574,1.7219783022128035,1.7878562259947794,1.8390241128706277,2.0041003890051017,2.4928816889090784,2.758759612691061,2.8847131217242588,3.0017589323820766,3.1668352085165523,3.2180030953924033,4.380737914903858
0.21,-4.3320790903494935,-3.198727320141276,-3.145472615565665,-2.9705215316358453,-2.8439053377311385,-2.7215255228265574,-2.448164033497471,-2.0121208453574573,-1.837169761427636,-1.7839150568520155,-1.7105535675229244,-1.6572988629473104,-1.5881737526183541,-1.534919048042738,-1.4823477790174904,-1.3599679641129172,-1.3148122632892612,-1.2615575587136456,-1.2333517702082082,-1.0866064747838253,-0.9599902808791145,-0.8376104659745455,-0.6505632866438097,-0.5239470927391012,-0.40156727783452956,-0.3489960088092802,-0.2957413042336642,-0.22661619390470963,-0.17336148932909237,-0.12820578850543737,-0.09999999999999991,-0.04674529542438271,0.04674529542438326,0.1000000000000004,0.12820578850543718,0.17336148932909276,0.2266161939047079,0.2957413042336641,0.34899600880928017,0.4015672778345292,0.5239470927391018,0.6505632866438079,0.8376104659745445,0.9599902808791146,1.0866064747838253,1.233351770208209,1.2615575587136465,1.3148122632892623,1.3599679641129174,1.4823477790174882,1.5349190480427397,1.5881737526183528,1.6572988629473133,1.7105535675229273,1.7839150568520168,1.8371697614276346,2.012120845357451,2.4481640334974712,2.7215255228265645,2.8439053377311403,2.970521531635843,3.1454726155656583,3.198727320141277,4.332079090349495
0.22,-4.2837859100408195,-3.179723896637316,-3.1245560701036346,-2.9392783474331985,-2.803759705855933,-2.684088217588384,-2.4037374025448037,-2.0204940567001266,-1.8352163340296888,-1.780048507496011,-1.6996976924524327,-1.6445298659187495,-1.5800262041848814,-1.5248583776511984,-1.459252143248313,-1.3395806549807612,-1.2996753891413035,-1.2445075626076223,-1.204062013403503,-1.0592298399371844,-0.9237111983599253,-0.8040397100923745,-0.6759864940925077,-0.5404678525152483,-0.420796364247698,-0.35519012984480985,-0.3000223033111294,-0.23551864157725866,-0.1803508150435783,-0.14044554920411953,-0.10000000000000007,-0.044832173466319035,0.04483217346631907,0.10000000000000023,0.14044554920411867,0.1803508150435786,0.23551864157725896,0.3000223033111296,0.3551901298448108,0.42079636424769723,0.5404678525152486,0.6759864940925067,0.8040397100923712,0.9237111983599232,1.0592298399371836,1.2040620134035032,1.2445075626076219,1.2996753891413013,1.3395806549807627,1.4592521432483136,1.5248583776512021,1.580026204184883,1.644529865918748,1.6996976924524356,1.7800485074960104,1.835216334029687,2.0204940567001293,2.403737402544799,2.684088217588384,2.8037597058559327,2.9392783474331994,3.12455607010364,3.179723896637316,4.283785910040821
0.23,-4.235872470223868,-3.160999951532599,-3.1040650552060196,-2.908065160147843,-2.764301746022514,-2.6464432428926257,-2.3596147250938806,-2.029192536514753,-1.8331926414565733,-1.7762577451299906,-1.6894292273312423,-1.6324943310046665,-1.571570724201357,-1.5146358278747742,-1.4364944359464804,-1.3186359328165953,-1.2847422064026073,-1.2278073100760283,-1.1748725186912694,-1.0318074150178493,-0.8880440008925207,-0.7701854977626336,-0.7013852264387224,-0.5576218123133946,-0.439763309183507,-0.36162191725521414,-0.3046870209286334,-0.2437634141253283,-0.18682851779874757,-0.15293479138476093,-0.1000000000000001,-0.04306510367341968,0.0430651036734197,0.09999999999999959,0.15293479138476143,0.18682851779874735,0.2437634141253283,0.30468702092863287,0.36162191725521386,0.4397633091835083,0.5576218123133941,0.701385226438721,0.770185497762634,0.8880440008925197,1.031807415017849,1.1748725186912683,1.2278073100760294,1.2847422064026077,1.3186359328165949,1.4364944359464835,1.514635827874777,1.571570724201357,1.6324943310046651,1.6894292273312437,1.776257745129991,1.8331926414565698,2.029192536514752,2.3596147250938824,2.646443242892631,2.7643017460225097,2.9080651601478418,3.104065055206019,3.1609999515325993,4.23587247022387
0.24,-4.188353581456494,-3.142563192380549,-3.0839844474305695,-2.876913133182511,-2.7255476638272778,-2.608596306705171,-2.315809582299912,-2.0381940583546183,-1.831122744106561,-1.7725439991565874,-1.6797572747513188,-1.621178529801351,-1.562805917629219,-1.5042271726792518,-1.4141072155532897,-1.2971558584311906,-1.2700191932239544,-1.2114404482739844,-1.1457903890759527,-1.0043691340259224,-0.8530036646706874,-0.7360523075485882,-0.7267536100806329,-0.5753881407253977,-0.458436783603299,-0.36831682647733427,-0.3097380815273652,-0.25136546935523507,-0.19278672440526606,-0.1656500591980333,-0.09999999999999991,-0.041421255050031164,0.041421255050030636,0.09999999999999998,0.16565005919803305,0.19278672440526584,0.2513654693552351,0.3097380815273656,0.36831682647733505,0.45843678360329865,0.5753881407253985,0.7267536100806323,0.7360523075485861,0.8530036646706872,1.004369134025922,1.1457903890759529,1.2114404482739864,1.2700191932239575,1.297155858431192,1.414107215553288,1.5042271726792498,1.5628059176292206,1.621178529801353,1.6797572747513179,1.7725439991565866,1.8311227441065565,2.0381940583546196,2.315809582299905,2.6085963067051727,2.7255476638272773,2.8769131331825135,3.083984447430569,3.1425631923805435,4.188353581456495
0.25,-4.141244810595749,-3.1244218773882713,-3.0643037363895145,-2.845849632078838,-2.687503234666057,-2.5705645091371707,-2.2723362527231554,-2.047480803182029,-1.8290266988713506,-1.7689085578725916,-1.6706803014585774,-1.6105621604598153,-1.5537415759296929,-1.4936234349309345,-1.3921080561491426,-1.2751693306202576,-1.255513319515675,-1.1953951785169175,-1.1168229332074822,-0.9769410742062401,-0.8185946767934633,-0.7520856246651119,-0.7016559512645808,-0.5937392272523349,-0.4768005017234535,-0.3752851229416586,-0.3151669819429012,-0.2583463974127772,-0.19822825641401837,-0.1785722453094349,-0.10000000000000032,-0.03988185900124125,0.039881859001241186,0.10000000000000007,0.17857224530943477,0.19822825641401823,0.25834639741277715,0.31516698194290066,0.37528512294165944,0.4768005017234533,0.593739227252335,0.7016559512645794,0.7520856246651124,0.818594676793463,0.9769410742062413,1.1168229332074817,1.1953951785169175,1.2555133195156765,1.2751693306202572,1.3921080561491421,1.4936234349309363,1.5537415759296946,1.610562160459815,1.6706803014585754,1.7689085578725936,1.829026698871353,2.047480803182028,2.2723362527231568,2.570564509137175,2.687503234666058,2.8458496320788296,3.064303736389508,3.1244218773882766,4.141244810595753
0.26,-4.094562525118142,-3.106584797914626,-3.0450163395700436,-2.814898951231603,-2.6501638382631323,-2.532376414058548,-2.22920975943465,-2.0570386123665236,-1.826921224028082,-1.765352765683496,-1.662186111059609,-1.6006176527150258,-1.5443986868550155,-1.4828302285104351,-1.3705002643765833,-1.2527128401719905,-1.2412320322311274,-1.1796635738865477,-1.0879777272035216,-0.9495461855481038,-0.7848110725796347,-0.7773750384799728,-0.6670236483750419,-0.6126399255115025,-0.4948525013069133,-0.3825225371730602,-0.32095407882847876,-0.2647351129684696,-0.20316665462388803,-0.1916858466830255,-0.1,-0.03843154165541756,0.03843154165541786,0.10000000000000017,0.19168584668302496,0.20316665462388794,0.26473511296846963,0.32095407882847865,0.3825225371730606,0.4948525013069131,0.6126399255115031,0.6670236483750442,0.7773750384799724,0.7848110725796339,0.9495461855481035,1.0879777272035231,1.1796635738865464,1.2412320322311292,1.2527128401719916,1.3705002643765825,1.4828302285104344,1.5443986868550146,1.6006176527150284,1.6621861110596092,1.7653527656834949,1.8269212240280792,2.0570386123665236,2.229209759434659,2.532376414058536,2.6501638382631287,2.814898951231605,3.045016339570045,3.106584797914627,4.094562525118142
0.27,-4.0483239398064095,-3.0890612699787923,-3.0261190247917753,-2.7840829357561643,-2.6135156779660074,-2.494070931668028,-2.1864459190648877,-2.0668563549641616,-1.824820265928546,-1.7618780207415317,-1.6542530081383884,-1.591310762951371,-1.5348082618404073,-1.4718660166533897,-1.3492746739157633,-1.2298299276177764,-1.2271832492372647,-1.1642410040502493,-1.0592626698276204,-0.9222049150146358,-0.8026153509139105,-0.7516376572244775,-0.6321929109264953,-0.6320480931237513,-0.5126033468257695,-0.3900120040881405,-0.32706975890112444,-0.2705672577901577,-0.20762501260314165,-0.20497833422262868,-0.10000000000000045,-0.03705775481298459,0.037057754812984525,0.0999999999999998,0.20497833422262857,0.20762501260314134,0.2705672577901577,0.3270697589011247,0.39001200408814013,0.5126033468257707,0.6320480931237534,0.6321929109264955,0.7516376572244785,0.8026153509139113,0.9222049150146352,1.0592626698276204,1.164241004050249,1.2271832492372636,1.2298299276177802,1.3492746739157604,1.4718660166533915,1.5348082618404082,1.5913107629513683,1.6542530081383895,1.7618780207415292,1.824820265928543,2.0668563549641616,2.1864459190648913,2.494070931668028,2.6135156779660123,2.7840829357561594,3.026119024791778,3.0890612699787945,4.048323939806416
0.28,-4.002547165808391,-3.0718611323054734,-3.0076114361376187,-2.75342150260051,-2.5775379232883897,-2.4556952760229107,-2.144061392878647,-2.0769254026347,-1.822735469097603,-1.7584857729297432,-1.6468518897854756,-1.5826021936176178,-1.5250092425199984,-1.4607595463521412,-1.3284122600805164,-1.2133753593757353,-1.2065696128150405,-1.1491256632078732,-1.0306860335029149,-0.8949357296707764,-0.8277997394268269,-0.7190521503586494,-0.6519161601147001,-0.5972095030931724,-0.5300735128492239,-0.39772622657760304,-0.33347653040974334,-0.2758835793121258,-0.21843962970495703,-0.21163388314426587,-0.10000000000000012,-0.035750303832139715,0.03575030383214,0.09999999999999999,0.21163388314426607,0.21843962970495773,0.2758835793121265,0.3334765304097435,0.39772622657760426,0.5300735128492234,0.5972095030931727,0.6519161601147013,0.7190521503586501,0.8277997394268274,0.8949357296707762,1.030686033502916,1.1491256632078723,1.2065696128150398,1.213375359375732,1.3284122600805173,1.4607595463521394,1.5250092425199984,1.5826021936176131,1.646851889785476,1.7584857729297452,1.8227354690975974,2.076925402634701,2.1440613928786503,2.455695276022913,2.5775379232883857,2.7534215026005175,3.0076114361376094,3.0718611323054787,4.002547165808387
0.29,-3.9572512620372513,-3.0549947492100102,-2.9894957119968666,-2.7229330721691416,-2.542205324751254,-2.4173024501132443,-2.1020737399084957,-2.0872391991696295,-1.8206765593419034,-1.7551775221287549,-1.6399488119240058,-1.5744497747108566,-1.5150459372860057,-1.4495469000728607,-1.3078871348831353,-1.1998172270812568,-1.182984260245136,-1.1343181898681107,-1.0022565128272392,-0.8677555500403861,-0.8529210093015153,-0.6870278026224905,-0.6721932618836183,-0.5621249279844898,-0.5472903872456204,-0.40563062205589556,-0.3401315848427485,-0.28072774741789563,-0.23206167704087172,-0.2152287102047487,-0.10000000000000017,-0.03450096278685297,0.03450096278685268,0.10000000000000007,0.21522871020474788,0.2320616770408717,0.28072774741789625,0.34013158484274797,0.40563062205589595,0.5472903872456198,0.5621249279844895,0.6721932618836198,0.6870278026224905,0.8529210093015172,0.8677555500403864,1.0022565128272394,1.1343181898681096,1.1829842602451355,1.1998172270812564,1.3078871348831351,1.4495469000728614,1.5150459372860057,1.5744497747108634,1.6399488119240042,1.7551775221287553,1.8206765593419034,2.0872391991696295,2.102073739908504,2.417302450113243,2.542205324751243,2.722933072169138,2.989495711996867,3.0549947492100133,3.95725126203725
0.3,-3.91245628883609,-3.038473017116008,-2.9717761817091106,-2.6926349238412586,-2.5074908274164214,-2.3789487331397514,-2.097792909989032,-2.060501472121809,-1.818651652121179,-1.7519548167142833,-1.633507555696342,-1.5668107202894441,-1.5049654614196686,-1.4382686260127675,-1.287669462421596,-1.1865182004017296,-1.1591273681449221,-1.1198213649948296,-0.9739832717200813,-0.8779715449942008,-0.8406801071269802,-0.6928274485693623,-0.6555360107021426,-0.5642853542926904,-0.5269939164254687,-0.4136861907015113,-0.3469893552946134,-0.2851440964248398,-0.24583809327474904,-0.21844726101794035,-0.09999999999999991,-0.03330316459310089,0.033303164593102105,0.09999999999999971,0.21844726101794087,0.24583809327474865,0.2851440964248385,0.3469893552946137,0.4136861907015113,0.5269939164254686,0.5642853542926892,0.6555360107021416,0.6928274485693615,0.8406801071269798,0.877971544994203,0.9739832717200808,1.1198213649948308,1.159127368144921,1.1865182004017294,1.287669462421594,1.438268626012767,1.5049654614196668,1.5668107202894428,1.6335075556963423,1.7519548167142782,1.8186516521211766,2.060501472121811,2.0977929099890344,2.378948733139748,2.5074908274164254,2.692634923841258,2.9717761817091106,3.038473017116004,3.9124562888360925
0.31,-3.8681833637711467,-3.0223073738084825,-2.9544591276333914,-2.6625434883798134,-2.473367825005525,-2.3406915287282923,-2.108583137670724,-2.0193641115290872,-1.8166674984171445,-1.7488192522420556,-1.6274918350428593,-1.5596435888677636,-1.494815538765626,-1.42696729259053,-1.2677279496141916,-1.173488121566425,-1.1350516533369575,-1.1056398753913317,-0.9458759899626662,-0.9029432622793924,-0.8137242361377589,-0.7137675989051007,-0.6245485727634683,-0.5810913026278658,-0.49187227648623283,-0.42185195965152616,-0.35400371347643467,-0.28917566337429024,-0.25976388542866535,-0.22132741719919918,-0.09999999999999996,-0.03215175382490785,0.03215175382490817,0.10000000000000034,0.22132741719919857,0.25976388542866635,0.2891756633742911,0.3540037134764344,0.42185195965152666,0.49187227648623205,0.5810913026278651,0.6245485727634663,0.7137675989051007,0.813724236137758,0.9029432622793925,0.9458759899626671,1.1056398753913317,1.1350516533369563,1.1734881215664252,1.2677279496141924,1.4269672925905303,1.4948155387656228,1.559643588867765,1.6274918350428578,1.7488192522420558,1.8166674984171467,2.0193641115290877,2.1085831376707214,2.3406915287282897,2.4733678250055204,2.6625434883798156,2.954459127633393,3.022307373808488,3.8681833637711445
