n,signal_example,mean,variance
464,-0.1654973226950539,0.020090583140808103,0.10939220767856589
465,0.05411414283441668,0.022470311168842218,0.10515508177116864
466,0.22755186533752778,0.020885023599330275,0.10394766150509648
467,0.34815547882917414,0.015283600080907352,0.10482662404550493
468,0.431802234947885,0.0034613538729321575,0.10788156768131761
469,0.48763283525926865,-0.010805735565714968,0.11031210771196574
470,0.5437375033648657,-0.01894981416892699,0.11165942455545994
471,0.5513082609828929,-0.018573089277024345,0.11287593695343881
472,0.3879720240572024,-0.01474662235881871,0.11639121919244319
473,0.13301960342093902,-0.01207165599613637,0.11963724239428845
474,-0.12275420298920234,-0.00997121362552708,0.11875670295823819
475,-0.34428745687076023,-0.006360482396916372,0.11222036640695869
476,-0.5274927663067761,-0.00022066857740930742,0.10485393980114699
477,-0.6757274242326969,0.005723237582150367,0.10175113978798712
478,-0.7583150932655481,0.007246332985180293,0.10429551330534961
479,-0.6804795152332427,0.00358886300010687,0.10657821245063989
480,-0.387304266390025,-0.0004952158028969345,0.10642684689672516
481,-0.10778057596969352,0.0008562506157235486,0.10937819563404684
482,0.02876208604871334,0.0073982784068106445,0.11478262417450331
483,0.04800011296125162,0.014131917236002586,0.11755353320896267
484,0.0012035099908146072,0.016495811434433027,0.11883285104403689
485,-0.03829251767027978,0.014873835229922987,0.11875694637228054
486,0.033854039372373156,0.013634793883745222,0.1170343739438287
487,0.20316242583119112,0.013459666979175557,0.11222648990939167
488,0.2893458380951546,0.008300205639882543,0.10966075847634331
489,0.2989233113247935,-0.0058362249081993865,0.10957222522650262
490,0.32394270367620076,-0.022755355707413504,0.10792048924205794
491,0.3817621318258443,-0.03361957154888605,0.10680379049811917
492,0.41600933795748,-0.03722553884353748,0.11125797783079582
493,0.31604735519141886,-0.03637860187187769,0.1186906852476301
494,0.10839957479685947,-0.030596810417386135,0.12215538442880146
495,-0.07697433481621084,-0.02227301945818704,0.11651498328267701
496,-0.22378107619972507,-0.011185740145341745,0.10553486486571886
497,-0.3628997813096165,0.0056765975700829715,0.0958626422753944
498,-0.4963916364177844,0.02078089991159491,0.09513869762212365
499,-0.5792998979464573,0.025219510714557577,0.09850176345026122
500,-0.5064290894001044,0.021286758201089332,0.10163990726788404
501,-0.2613536478384705,0.01773286915264423,0.10676470944660181
502,-0.006328362097954504,0.018227508161092257,0.10939658660935216
503,0.1638903030299534,0.021360469704053493,0.10327946729208536
504,0.23448165633785423,0.021971899743930025,0.10033283157661918
505,0.23152867884034367,0.01547372636939893,0.10397052572608309
506,0.22390657744713713,0.006030240068924699,0.10860763065589712
507,0.2991518856215817,-0.0004901470811783005,0.11176970837739361
508,0.3959305171766386,-0.0062484100749942255,0.11500364956396586
509,0.3321832724421927,-0.011995828665912716,0.11687841391388311
510,0.16632262883352233,-0.01389320564161524,0.11533713749695376
511,0.016314812123844308,-0.01331610857670718,0.11085429338406425
512,-0.0824949459184005,-0.012748937276581142,0.10800480789094326
513,-0.18378529487410014,-0.011286204236325294,0.1075236063948633
514,-0.3354266156690444,-0.008369160444677712,0.11367959383343264
515,-0.4599669226060095,-0.006091215948922792,0.11906617328513347
516,-0.4546556005132139,-0.004459718806204791,0.11414497414086411
517,-0.2894339949984683,0.00022846594497921452,0.10636718147801597
518,-0.06487003307855162,0.007923219852986583,0.10735116438366576
519,0.1378212010409638,0.012828827323748878,0.10929956202550704
520,0.28012718709039736,0.012451913174601542,0.10859241980488596
521,0.33290093486800776,0.007118651483584925,0.10937804705240117
522,0.342474164297083,0.0009553167114369015,0.11351046632631637
523,0.3914847067889648,-0.00021635809180528347,0.11201301681507062
524,0.47383349481686604,-1.5935205827599497e-05,0.10383619278153713
525,0.43249758939202326,-0.004116540359682564,0.09978176076126444
526,0.23132327847317563,-0.010298302630635837,0.10351560548299188
527,0.000504660912615348,-0.011602642359238961,0.10862037052259693
528,-0.18715992865465048,-0.009838473020746884,0.11320973856175882
529,-0.341813579804545,-0.009967076762934407,0.11522620004876506
530,-0.4954649450145126,-0.007875612312445386,0.11202196112605645
531,-0.6226965028112675,0.0014759389537387319,0.10591281539630101
532,-0.642570771115573,0.011013343635726359,0.09950519122803625
533,-0.454137593309726,0.01534094539738355,0.09596136606149624
534,-0.16256856651750456,0.015552877832636432,0.10258549466622233
535,0.05554723507470243,0.012103628411543941,0.11257534018128024
536,0.1595849049453741,0.009360256070097814,0.11633897292310104
537,0.16619718738410344,0.008939394493038613,0.11607139860253164
538,0.1302104048891266,0.010145277945503486,0.11290435819527328
539,0.14724922498708076,0.010627171594193801,0.10931558366989652
540,0.2717455582383429,0.009197158982955991,0.10588482771961322
541,0.34398383756227624,0.003395922230762208,0.1064861854444644
542,0.2661169137742004,-0.006095513476000546,0.11163226172782417
543,0.15652861729610928,-0.012582325509389047,0.11776064077673126
544,0.09826874651128986,-0.015046301891625351,0.1199046969571626
545,0.0731213052764153,-0.016722346339053607,0.11834888263426074
546,-0.023050005130037538,-0.01627055329793743,0.11351910752369701
547,-0.19391805347187915,-0.01121217751955672,0.11053403294023438
548,-0.3117701838116171,-0.00555549148002784,0.10950116848539118
549,-0.3079045687026944,-0.0036542733443226355,0.10861480530447702
550,-0.21784908535087016,-0.003415614789112021,0.11115391365409658
551,-0.11534944081945799,-0.0038264793824723583,0.11310217946236356
552,0.010963084803101875,-0.0026437815508097724,0.10679440438575727
553,0.18580660002059438,0.0019651864206835547,0.10249862633731832
554,0.31569755003713956,0.006611839245393187,0.10473799044727386
555,0.3959270836449104,0.007359551254789143,0.10989511574067137
556,0.472020365974481,0.006051959615862507,0.10929221760118983
557,0.5393379642308004,0.004191783262944169,0.1063398134154727
558,0.5565314980170757,0.0035744837369584776,0.10567306308430853
559,0.4403359162091141,0.008007383492650693,0.10497052282632194
560,0.20032601094378405,0.012611461677560207,0.10545606844226105
561,-0.052546575567286695,0.01006690508234675,0.10857841881958126
562,-0.28048214446540853,0.004134499684451432,0.112361654494668
563,-0.47803785003900484,0.0029819073680221126,0.11555541572356672
564,-0.6380440732233525,0.004260403314287992,0.11541474869564068
565,-0.7423991547478849,0.002394061561594823,0.10998969712888734
566,-0.7185068261670376,-0.0003038983142868432,0.10698792430872638
567,-0.47152509845177176,-0.002559567177956595,0.10995303533752494
568,-0.1656616488861195,-0.005360312576917254,0.11044523419025298
569,0.010927147253235263,-0.007435685977162442,0.10993508652937685
570,0.05678021364666721,-0.0098919205220166,0.11110978998236719
571,0.022226889881269293,-0.010148126983550054,0.11518906745044122
572,-0.02755354081956861,-0.004244418306530262,0.1162064096476192
573,0.007778778569695919,0.0016299260385150933,0.11576527211050253
574,0.16664582952051865,0.00413535393371731,0.11593893336942726
575,0.28095885067465726,0.007356076781360312,0.11722774833052213
576,0.2950189564389594,0.011709977409747316,0.11749367117283846
577,0.30639234980687385,0.012730760820481832,0.11406180416056316
578,0.35581419231367667,0.0081885335939505,0.1089280828783898
579,0.4027693585985253,0.0003858566273243323,0.1067306905123069
580,0.343218902222663,-0.00853374359075322,0.10647728235391676
581,0.14808658197044494,-0.016470738005047617,0.10823994905552363
582,-0.044714362736821577,-0.021914654944467933,0.11249505418978824
583,-0.19191058804648037,-0.02302060291357182,0.11912727149852625
584,-0.3239776876737846,-0.020496340841149575,0.12192957195982031
585,-0.4557769820445379,-0.01437170976083972,0.11604248363175605
586,-0.5541187707848204,-0.005909891124481644,0.10690551814438944
587,-0.5221241649283687,0.002144560936967597,0.09967696098029263
588,-0.3029616356932125,0.008826263990888374,0.0990023740373066
589,-0.04198421865943152,0.010781895979938312,0.10520275540571818
590,0.14748580061770003,0.007593523776780005,0.11096380854211439
591,0.24075508592878195,0.003333854283196503,0.11155181682935793
592,0.25351458115856346,0.005451770836122125,0.10845783570728477
593,0.242762305690858,0.010349173143243984,0.10405622657447897
594,0.2994307356615782,0.011983046316211792,0.09880882740205578
595,0.4023377589921938,0.010477954933579035,0.09856405841576318
596,0.36153667552022506,0.005581099143048202,0.10611205738831607
597,0.19257770431208618,-0.0013641297969032124,0.1130351147987306
598,0.021710731758894097,-0.00543375820470486,0.11371609391009549
599,-0.09910151553078861,-0.0048101336634095845,0.1128496519335616
600,-0.20423668656376784,-0.002602931257583394,0.1118299204703532
601,-0.35039332867787437,-7.55768059931837e-05,0.10653690258967764
602,-0.4823495532009378,0.0022584854307418373,0.10300917058226539
603,-0.4965871084265527,-0.00030295215845916365,0.10538346960865402
604,-0.33680094979118735,-0.005358331694476168,0.10832283666611911
605,-0.09678363167497533,-0.005459932282008779,0.10966354258867854
606,0.11698278217984803,-0.0026348949317625964,0.11208225215017091
607,0.260501890988723,-0.0011170359172691692,0.11333282563205722
608,0.3103466554437494,0.002759241067436255,0.10958125294067353
609,0.3098639831111917,0.008505748972972467,0.10885821432942995
610,0.3466087404523603,0.011526580377017301,0.11015887016588896
611,0.43889606087189365,0.011587895240490153,0.11083030819794053
612,0.4270899896911316,0.009423821924453636,0.11113683799364998
613,0.24628599934098347,0.0037842002528232425,0.11062190316424339
614,0.027284451750178018,-0.002627085637097213,0.10767178123148931
615,-0.148151700460202,-0.004910646202198694,0.10511790846973725
616,-0.28676986509127583,-0.0066694523519397805,0.10803551044763583
617,-0.43358242804923186,-0.011885651173670509,0.11259857046198107
618,-0.5690249891717578,-0.01580695466511509,0.11278061482913422
619,-0.6078630649876046,-0.015830468852472593,0.11123296691236534
620,-0.44947143044083004,-0.011278588596385522,0.10922327280154669
621,-0.17111987986397534,-0.0026660334963172143,0.10484579263076947
622,0.05909444842772109,0.005896641479407811,0.10509185012811054
623,0.18832866933597747,0.009834289317640908,0.1096930244763498
624,0.216843487491344,0.010143386038619013,0.11125897611282567
625,0.19075130582548236,0.013006319673742226,0.11188721000044571
626,0.2017670877103791,0.017066734664733397,0.112338490674301
627,0.311295482202555,0.01836967727889949,0.1110999656545266
628,0.3745751203561955,0.016924718295750475,0.10779781000649317
629,0.2717840802643208,0.010567340895198776,0.10510551150863556
630,0.11953545410132341,0.0010762622392393273,0.10726732784287428
631,0.01266246594370619,-0.00662549426332886,0.1105173363031377
632,-0.05117287648771835,-0.011961058400653701,0.11515792302029718
633,-0.15842693387972323,-0.016991453162948277,0.11989908540472159
634,-0.31761410744687807,-0.020272535294622897,0.12004510755899045
635,-0.41681004065525884,-0.019036483022501847,0.11345693015710659
636,-0.3695522030671825,-0.01353365711293667,0.10624345237395401
637,-0.20111922056568965,-0.008256404583564431,0.1033722043024064
638,-0.009581224436793784,-0.0038819920811516066,0.10502498040760441
639,0.17060662806225957,-0.0014295191798310682,0.11076788090111636
640,0.3081709196586266,-0.0012548391638879984,0.11502994160673084
641,0.3663318327106164,0.0023502701578601843,0.11283227976210969
642,0.3981962351996043,0.011076115174853312,0.10896745258915125
643,0.46577917328022905,0.019199929763086484,0.10664612154538737
644,0.5178895696882863,0.020934375447234768,0.10488909564731155
645,0.4275031633016183,0.015940103269243406,0.10373020405812404
646,0.2004748812559539,0.009010691886273476,0.10546443349914497
647,-0.042890695149194843,0.0023635538713206645,0.11028233337147038
648,-0.24638073385272227,-0.0026490162110742654,0.11199048900917839
649,-0.4218706502046323,-0.007178136038016531,0.11034575682587051
650,-0.5797914448264165,-0.01124306862098189,0.10782604248199158
651,-0.69109825655858,-0.011821458625080399,0.10637642717979472
652,-0.6777180843960207,-0.010520423057255621,0.10760219151790902
653,-0.4447639556804625,-0.0074312064142253885,0.11156791411665477
654,-0.1457725289739162,-0.0053750817162140085,0.11715942284850193
655,0.04496473593235875,-0.0024520453182832742,0.11961786554631423
656,0.11138655428356407,0.004294822640251443,0.11764720507588153
657,0.09099987168553612,0.010628060710209532,0.11058862340504412
658,0.04724600861970175,0.01409336965090302,0.10308496035482236
659,0.08029698367341762,0.012947899474198889,0.10067082412155454
660,0.2264271709091757,0.008362230604995417,0.10400697901569515
661,0.30982253309918006,0.0017893758000699744,0.11045951487436026
662,0.27239206682583167,-0.003958068940205014,0.11713927909695851
663,0.22773992820964506,-0.0070022514568334636,0.1226790309620524
664,0.23435830735555974,-0.005455481559624062,0.1210373038679361
665,0.25133107656647935,-0.00040825524862529944,0.11376550573828194
666,0.1635681012642355,0.00349607611557595,0.11000106187477403
667,-0.02484791788275601,0.0018367783698181345,0.11043180768504633
668,-0.17500256431939856,-0.004882690496173658,0.11183885359401796
669,-0.2443051791894243,-0.012892228979539802,0.11021935380187099
670,-0.2787642225538362,-0.020303948330517855,0.10782456161183347
671,-0.32230571566596106,-0.024204135296283326,0.103607352723638
672,-0.3272108440917393,-0.02261935268593536,0.09828412420589597
673,-0.17994460715939867,-0.017758941068794457,0.09560022402973332
674,0.045317503107723214,-0.011888552412428009,0.09962382730297875
675,0.22184881936706702,-0.003249988751494556,0.10806953843018464
676,0.34415546122983387,0.00928789860258128,0.11624977375801258
677,0.4234115816920968,0.021891921569242596,0.11800020446661572
678,0.4708138335385694,0.034179129865026754,0.11285049707208918
679,0.5261483597253729,0.044764978852899935,0.10519201202096803
680,0.5434463279047194,0.049174186931615384,0.09847265987046085
681,0.38949571343987494,0.042822424895359514,0.09602772053339667
682,0.1376941977888891,0.02466576045696567,0.09826972446527525
683,-0.11623842835570754,0.001564787241987447,0.10431241362938898
684,-0.3341932147982641,-0.017368627469994024,0.11193998698203302
685,-0.5139996093201772,-0.028896439887164043,0.1201685443886972
686,-0.6622524634246127,-0.03538739837835675,0.12560754808299254
687,-0.7476319210575646,-0.03614466938033886,0.12528648629693684
688,-0.6756949475847422,-0.02909988355903786,0.12365013616868974
689,-0.38760598907701266,-0.017837366084678796,0.12013902214034111
690,-0.1064832046390031,-0.007603895836884342,0.11487847501044682
691,0.03535898715394499,-0.0018913993349144286,0.10903295926851561
692,0.05992489558957967,0.00015816615862124266,0.1052821976519896
693,0.016359378606112678,0.0004613146864831026,0.10386747002338236
694,-0.02300086414444159,0.0011716798738102454,0.10368145738643321
695,0.04601839651866374,0.00047220928655818437,0.1056179588423089
696,0.21206513984173395,-0.0005245023921152767,0.10815017659132281
697,0.29304792630512794,0.0024468187972751794,0.11158013480436256
698,0.2926851648708018,0.008260668028698789,0.11460225779458036
699,0.30707806412659044,0.014034567328105598,0.11470815058912401
700,0.3583682368628849,0.016932835412497807,0.11200213419798416
701,0.38848796717143586,0.015850924386395814,0.10706654236539764
702,0.28517871580061044,0.011625958708484829,0.10263800059945963
703,0.07978337333277491,0.005012167727952762,0.10053796897121471
704,-0.09721558089869345,-0.0028969481850808308,0.1027548696877119
705,-0.2296830860453943,-0.014351377850981322,0.10745755921619214
706,-0.35366101070139,-0.025639998575498146,0.10922688241988338
707,-0.47573821424267837,-0.02967461790520229,0.10611099140643807
708,-0.5457936871000421,-0.024001219194765357,0.10468120594185157
709,-0.4525232639263969,-0.012024389483777582,0.10497829748511324
710,-0.203013568124515,-0.00014107792043527314,0.1078461294806547
711,0.038401580140684864,0.008678749042884248,0.11197142554621148
712,0.19804415157248595,0.016922142770543915,0.1116506570190889
713,0.2670016148679673,0.02582275663456421,0.1094585669438438
714,0.269116478775657,0.03525435822719236,0.10803324080157882
715,0.2739060161557206,0.039077458457782675,0.10747494077175347
716,0.3584280441556308,0.033593929061352196,0.10683320864460705
717,0.4229648847664269,0.021888963298968025,0.10600665462206271
718,0.31374868097225017,0.00851457519779966,0.10894240457344419
719,0.12191196509705561,-0.00504652411580501,0.11383558807381876
720,-0.047094127784260746,-0.017237224309425526,0.11607426838851916
721,-0.1686068333191189,-0.027114501239643974,0.12042114338727275
722,-0.29319644525590627,-0.03442342356430658,0.12459419207351016
723,-0.4434880588346732,-0.03589819657372241,0.1212305101584326
724,-0.5401694655890958,-0.03000703712924045,0.1148583536915517
725,-0.4828523757607528,-0.02262628316749242,0.11090880775979922
726,-0.26086549408950305,-0.01702024048525249,0.10849454721247259
727,-0.012250754940956258,-0.010992054967291505,0.10574147029816361
728,0.17585154168102307,-0.0052149676723117835,0.10444679490472046
729,0.2706902186529112,0.0002887956145760359,0.10623569615468066
730,0.2807286302744623,0.007483589350571623,0.10974379570128917
731,0.27662271207805533,0.01616132218219146,0.1105916296314645
732,0.343140509946762,0.022833144572533947,0.10900547910146666
733,0.4301872774656618,0.024508523033046386,0.10496907946981261
734,0.3554980901213508,0.024460442588410673,0.10111377944799241
735,0.15985784674690875,0.023579300506334944,0.10119989545498922
736,-0.02663026987853121,0.01688177625513883,0.10391049625754702
737,-0.16053568697691456,0.00431067873233371,0.10772571473036809
738,-0.2818788156431369,-0.008675453584910883,0.10992987693156878
739,-0.43042584201295736,-0.01679667271431137,0.110709878079871
740,-0.5465335372621442,-0.018659072038353725,0.1108557511312941
741,-0.5254905345896539,-0.01903368384322141,0.10830065278475896
742,-0.3186725566915143,-0.018100136773751455,0.10843242748724587
743,-0.059470602237799756,-0.014803249458210288,0.11126796160831567
744,0.14228676281829566,-0.00865322337067103,0.1122906563008913
745,0.2514214517983302,-0.0017459701239773723,0.11074138109596983
746,0.2687782326560733,0.005043917363376151,0.10914543313309627
747,0.2551136606093653,0.01304752013567036,0.10905891190323186
748,0.30408170919006405,0.01885635377489461,0.10702526090082372
749,0.40697536654715716,0.02127845060589512,0.10576837518160766
750,0.3756010052911736,0.020321977268864706,0.10872688005171291
751,0.19954758698753305,0.016117153645806206,0.11154262759113397
752,0.014744982198540108,0.010216590719982937,0.11184193358855447
753,-0.11677903713297923,0.004915016154799105,0.11079483977924452
754,-0.22462334252158594,-0.00018866130965530657,0.11384031920222704
755,-0.3674196469523262,-0.008386563034453816,0.11667919268188846
756,-0.5004207803757191,-0.015653757618364943,0.11463656129617479
757,-0.5190730817507286,-0.022461647260120433,0.11305781378482223
758,-0.35329681381651057,-0.02645637202223927,0.1108594797633138
759,-0.10245093770588742,-0.024385910872068668,0.10888106430891574
760,0.11394062662753443,-0.020429036888141607,0.10836862901622647
761,0.25287206123775624,-0.01830450401335003,0.10625624183987867
762,0.29678102620295105,-0.013773889659289116,0.10356113800203333
763,0.28951994175698903,-0.00283455445364683,0.10705441236497251
764,0.3219808515205954,0.010534367324348141,0.11233293481662912
765,0.41901843491646656,0.02205361966366763,0.11282445761245416
766,0.41496273306129366,0.028090749120601295,0.11113938133276466
767,0.24226722768845094,0.028911136325173902,0.1068373426747621
768,0.03279230072669935,0.029979172637998097,0.10186015102116441
769,-0.13105490777741668,0.028266555622329638,0.09737391785203181
770,-0.25700436969670104,0.018173314758879375,0.0980155639687238
771,-0.39852124937018546,0.001224150021358971,0.1052831850690797
772,-0.5361227172337437,-0.015523573388579993,0.11024889450901626
773,-0.5783557490768356,-0.0258749833365574,0.10966423690508736
774,-0.42846086508287223,-0.027914381763098687,0.10799308355915707
775,-0.16036069657567598,-0.024202142154262626,0.11291188119654434
776,0.06990271552513802,-0.017732403603259592,0.1172054397106174
777,0.2093227455500702,-0.009572584300757907,0.11477756916907265
778,0.24914770202488623,-0.001766864828288403,0.11050927361031773
779,0.23062801779561448,0.008213484909425132,0.10794844609739764
780,0.24418184707844046,0.020200127642375595,0.10626987226079829
781,0.3474126755378441,0.02670101987821647,0.1028617561036453
782,0.3955670190225696,0.02448225052812693,0.1030357088142383
783,0.2712905207827743,0.018403695276067805,0.10867018123759592
784,0.09353289569546336,0.014879729359072547,0.11393948918196962
785,-0.04135575258340196,0.01210110151842104,0.11749366413320468
786,-0.13181423626226957,0.007940610441222443,0.12008876202480137
787,-0.2515619645838967,0.0016269164913953768,0.12204739141349512
788,-0.40372190212401715,-0.00511948679873547,0.11815151623207663
789,-0.48698466712218935,-0.010354703868827744,0.11012221917091773
790,-0.4075852279330174,-0.016070325043665738,0.10596030660929961
791,-0.1941859428201283,-0.022525855759819743,0.10984370965016665
792,0.030878000028707116,-0.02682305289035065,0.11659994525862877
793,0.21215317870390724,-0.02931881276108089,0.12130481273494696
794,0.3132217284545076,-0.028901677456737898,0.11987364792920831
795,0.33433388903840777,-0.02004749382006551,0.11432973889937328
796,0.34863575797076474,-0.00413544016318457,0.1093970715532199
797,0.4234453665980821,0.009562836865914543,0.10633638096022066
798,0.47377508809267915,0.016018796634675737,0.10272687870819207
799,0.3501619466922318,0.018125647319189836,0.1042535997915433
800,0.12168993983364869,0.01748931142445669,0.11068770229788935
801,-0.09104751827179053,0.01641581354354796,0.11201188952823098
802,-0.25534926890152154,0.01570413688647034,0.10833269568226463
803,-0.4041172664302652,0.0115255069456759,0.10459415586361923
804,-0.5517995198851507,0.005563610364447632,0.10428882327926116
805,-0.6438563580262965,0.0007584056422207719,0.10544955558596532
806,-0.575482091870568,-0.005317928743455107,0.10717667152609661
807,-0.3133224791957168,-0.01282544423209877,0.11082241338703516
808,-0.044517040567471425,-0.017567382738036198,0.11486193734246472
809,0.1230105730563286,-0.01717593176553003,0.11512079508538221
810,0.18087414835055385,-0.012897617084823008,0.11048718041220379
811,0.1609390141808506,-0.007215651778673531,0.10715818526261196
812,0.1369289392694398,-0.0010796455905308514,0.1078857475278727
813,0.20728574854806783,0.004406757213917311,0.10949946698628389
814,0.3338017472707969,0.008144517936706158,0.10817511647289636
815,0.3229431055716512,0.009515079095173238,0.10753554316145411
816,0.20666159651548213,0.010378893203641127,0.10792068786457017
817,0.10732735818271097,0.013846148449168769,0.10759391406599778
818,0.06504797885802471,0.017030104246434464,0.10986784065358045
819,0.013811163209031333,0.014556552754602003,0.11495024754551667
820,-0.13076248680162078,0.007485316071210845,0.1181352274811049
821,-0.28732331610575,0.0013256490490705002,0.11580450158525807
822,-0.3429749067893716,-0.0038173592560656953,0.1096445002653026
823,-0.2741819429856758,-0.008631906999647158,0.10510347331245913
824,-0.15251186976636769,-0.013340834009796325,0.1060936389164594
825,-0.026224286854616623,-0.019893945751847136,0.10968557990659523
826,0.13708551826230106,-0.0277113489530746,0.11050324955288816
827,0.28715983276363033,-0.02997510234293202,0.109749732642977
828,0.37179169739682627,-0.02264210419280391,0.11207700376856539
829,0.4389065318198472,-0.00963716253703469,0.1138762708984769
830,0.5128115654567447,0.0032197429506388027,0.11156861079493206
831,0.5522112329806457,0.011511233441135948,0.10777516710824088
832,0.4819884041452796,0.017734444671758533,0.1055507988624188
833,0.26653838963962256,0.024973338952940325,0.1046146442760953
834,0.012170973548057441,0.02899798123798349,0.10293774017950266
835,-0.21854251269912786,0.02438634919252323,0.10328780633240689
836,-0.42112517911740704,0.013888041876064794,0.1051588710822819
837,-0.5913753087533182,0.0050252101991057774,0.10652682335863548
838,-0.7141849870535384,-0.0016758080074913133,0.10683633947735323
839,-0.7366279480228064,-0.006190703449505896,0.1086581073532217
840,-0.5475297769071361,-0.011604943900916884,0.11325714681947854
841,-0.2322368751806085,-0.01651271533036453,0.11408796329422076
842,-0.015136455157148065,-0.01600600055607257,0.11012023784098872
843,0.06349170403778728,-0.011449694945188254,0.10803879938890452
844,0.04692310218325815,-0.006760710649630615,0.10937357257222233
845,-0.005547126321705685,-0.003108789000234225,0.10888784951526445
846,-0.0023471486451396985,9.517812069769254e-05,0.10711819014451224
847,0.1320994137963563,0.0018605823785518964,0.10573307414964335
848,0.27087685198497424,0.006959873971103433,0.10438917587074636
849,0.2940318100998286,0.014902700133279989,0.10623644895884933
850,0.28929486495472495,0.01792554745766355,0.10909405701608281
851,0.322844789448349,0.015624182922811926,0.11052420300456768
852,0.3735385155749239,0.012420005748627566,0.11052347058533898
853,0.34800029937116533,0.01240384543022672,0.11224237858881829
854,0.17401543723218232,0.013069188778006963,0.11549049481510965
855,-0.023533537405533014,0.009685755935062351,0.11557249581903925
856,-0.16968614793342848,0.0006403749382557659,0.11423079525902563
857,-0.28841274838030573,-0.00832222703627785,0.11112492159202304
858,-0.4094741686119218,-0.012590048162185074,0.10932655608020232
859,-0.5123691755513183,-0.014226017870511571,0.10964982403434666
860,-0.5086264214829215,-0.015645412269359556,0.11498531008239193
861,-0.31485921074308254,-0.018237919159199256,0.12256690603665836
862,-0.056144776773511595,-0.018430693100163213,0.12573757861607915
863,0.1432500485162306,-0.012588413651810498,0.12234443256670602
864,0.25531621241784985,-0.0033683122230921364,0.1160459348640299
865,0.28670520320050596,0.005399470226604705,0.11055477391484063
866,0.28178543606210465,0.009142920643168413,0.1070919219217214
867,0.32776178613574714,0.0062330306945970705,0.10456675635321405
868,0.4244101111694987,-0.0008058872651330331,0.10432119841170516
869,0.3865519512059095,-0.005810750026299935,0.10529809738202571
870,0.2063499151156659,-0.007208995880555733,0.10973987516957244
871,0.010726075099945836,-0.008561653609160592,0.11248364331215384
872,-0.139569841696519,-0.008279268225332762,0.1129413393325224
873,-0.26220389715898085,-0.005237363023752755,0.11273038292177391
874,-0.40760526160982136,-0.001176974406420711,0.10971027006130717
875,-0.5369866944467878,0.002902564184991052,0.10309346006198901
876,-0.55298084130359,0.005397875398983279,0.1001043378468337
877,-0.3805321922115086,0.004654657351164073,0.09905793062900198
878,-0.11711174532757637,0.0020827871974570073,0.09934784931608773
879,0.10164352338335447,0.0007754394380979709,0.10108720090354024
880,0.22999383117711508,0.0015925952843152888,0.10747671802984037
881,0.26145427444893665,0.00413843713887407,0.11385686553618388
882,0.24567691726895613,0.008518543810344252,0.11624012997908112
883,0.27455153912230496,0.013212708736669555,0.11403629059101013
884,0.3803949381057456,0.016973515158717572,0.11031437032155074
885,0.3955418514881257,0.01968700010401859,0.10501168276886771
886,0.24482984864653062,0.01961321836851528,0.1045559105546475
887,0.05972961327691175,0.012585511967000468,0.10789857378205561
888,-0.07762365084906014,0.0005687471746715807,0.11011037131664683
889,-0.1791383628272419,-0.008446716738152303,0.11389378881110351
890,-0.3122033848369539,-0.013473725201384871,0.11904085036815161
891,-0.458122414692505,-0.01603889929661452,0.1190309682039613
892,-0.5156657268439451,-0.016296836247600047,0.11543117543644969
893,-0.3972924626133254,-0.014521295460895938,0.11242629065580623
894,-0.16031511909849044,-0.01210592903506058,0.1135878658579107
895,0.06699733481930242,-0.008778076895589609,0.11303841016119309
896,0.2317459243773287,-0.006418164771312142,0.11178247549490726
897,0.3039511419467872,-0.006191260886053362,0.11245800892997172
898,0.30678984416085553,-0.005092960718518197,0.11143440964350855
899,0.32409506504148167,-0.0005628036832012345,0.10739601900086965
900,0.41133296444700107,0.0038915573693851097,0.10501410513225971
901,0.44565855546010336,0.004133958640881497,0.10433053690160414
902,0.299769563259902,0.004293429577748676,0.1050262674752025
903,0.08019134200215326,0.006711678400195673,0.10809473196806907
904,-0.10710483066721888,0.008873119256369084,0.1106808432305548
905,-0.24763731563305322,0.010622504467044007,0.11164514151797605
906,-0.3880745282873643,0.011510052680182993,0.11157046836493219
907,-0.5326516435730103,0.010110313710561447,0.11188033454337354
908,-0.6070442101596113,0.007464129265845991,0.10895044606088852
909,-0.5033808567105832,0.0034014196301246037,0.10453524694896421
910,-0.2379844259358442,-0.0029710456091960073,0.10466322119794658
911,0.012378401153920844,-0.009550980710644103,0.10763694733313178
912,0.17011284601551085,-0.014088876787032259,0.1096372783703735
913,0.22410360445243918,-0.016137910668005764,0.10988692998713528
914,0.2065266181066364,-0.014651446601532234,0.11107359292027333
915,0.199020239319717,-0.007966363184483027,0.11500612571792136
916,0.2868251054204453,0.0012483572177504185,0.1178554421265962
917,0.3807901917104725,0.008721441558355669,0.11755627071848095
918,0.3088403616111135,0.014270795322740469,0.11519008716958881
919,0.15100728836134392,0.018441446480333964,0.11257048968613664
920,0.022667103211459757,0.02073695230562628,0.11080088947233888
921,-0.05203204167087632,0.018567164984359504,0.10797498804204576
922,-0.14453482377917093,0.009190857870095217,0.10554950966717708
923,-0.29885737789848216,-0.0033018998187853065,0.10683746048878628
924,-0.4203688739873217,-0.014424595638041347,0.1112992245448853
925,-0.4069765359499864,-0.02413575776026719,0.11412188306698332
926,-0.24902781256104628,-0.02961350520174929,0.11462424028449997
927,-0.046842794647571795,-0.030079630412790558,0.11582363177711401
928,0.1417190148166914,-0.026296621550707576,0.11436607273976315
