model,param,realization,nmse_h1,nmse_h2,nmse_h3,runtime_s
tfim,0.1,0,0.015187916765409284,0.11370400661169083,0.3029547870400244,642.3
tfim,0.1,1,0.015208561481263498,0.11380537964733807,0.3031255682337796,635.9
tfim,0.1,2,0.01519219996537144,0.1137233071998181,0.303024506437286,639.9
tfim,0.1,3,0.01517673115349311,0.1136588314561696,0.3029353959169639,1121.3
tfim,0.1333521432163324,0,0.013392047821031924,0.10277773344646993,0.2746597072403857,635.1
tfim,0.1333521432163324,1,0.013402373563687092,0.10281195390240669,0.2746727029056053,794.3
tfim,0.1333521432163324,2,0.01339027201228879,0.10276203049452809,0.2746395806358192,820.2
tfim,0.1333521432163324,3,0.013383175634099725,0.10276160025118923,0.2746245325753722,634.5
tfim,0.1778279410038923,0,0.012054621622311386,0.0922221572547994,0.24176958885734026,634.0
tfim,0.1778279410038923,1,0.012060939268935639,0.09222289841171773,0.24176599564337756,671.0
tfim,0.1778279410038923,2,0.012076390280521787,0.09235606963282174,0.24202032444576718,1274.8
tfim,0.1778279410038923,3,0.012073171318962113,0.09230933241618079,0.24191021433192542,1066.2
tfim,0.23713737056616552,0,0.010242806349570551,0.07431638132795758,0.1802427784757836,632.9
tfim,0.23713737056616552,1,0.010251918463624615,0.07437389943913733,0.180294367031115,633.1
tfim,0.23713737056616552,2,0.01023816928759953,0.0743169140382523,0.18023262942448529,404.6
tfim,0.23713737056616552,3,0.01023925991461062,0.07429601918459003,0.18023391173397715,403.2
tfim,0.31622776601683794,0,0.008157839971933499,0.05433464824665501,0.11752153395947233,403.4
tfim,0.31622776601683794,1,0.00814654898867042,0.05426259272823143,0.11739122007155095,404.2
tfim,0.31622776601683794,2,0.008129120128812176,0.05415133877296614,0.11720859752252313,512.7
tfim,0.31622776601683794,3,0.008147924985134109,0.054277846507334644,0.11743433132933248,403.6
tfim,0.4216965034285822,0,0.006174873946218587,0.036770537936721075,0.06936527151611507,438.8
tfim,0.4216965034285822,1,0.006169212475064489,0.036729462805449226,0.06928484401722737,403.3
tfim,0.4216965034285822,2,0.006181097871177649,0.036806870108823816,0.0694591920118486,403.0
tfim,0.4216965034285822,3,0.006180968099642615,0.03680911196534162,0.06942139420772975,402.5
tfim,0.5623413251903491,0,0.0047387637526361505,0.024700313314398696,0.041005414257737224,403.0
tfim,0.5623413251903491,1,0.0047512222273290525,0.02476813371540424,0.04111489032313951,403.3
tfim,0.5623413251903491,2,0.004745141348286099,0.024741539164933952,0.04109297850212172,517.8
tfim,0.5623413251903491,3,0.004749863653817436,0.02476848037584013,0.041097178417080736,403.3
tfim,0.7498942093324559,0,0.0035318125062564344,0.016357886421383097,0.025178337161223405,444.7
tfim,0.7498942093324559,1,0.003532553561441854,0.01636753314235311,0.025182660326033227,403.3
tfim,0.7498942093324559,2,0.003527991103504986,0.016361687428749765,0.025192953342301976,403.4
tfim,0.7498942093324559,3,0.003526406228373073,0.016366721350858083,0.025236753844489604,403.7
tfim,1.0,0,0.002603436323009982,0.010973248974662734,0.01640030691551097,403.4
tfim,1.0,1,0.002603976049285416,0.010978825389808714,0.016419612369246963,403.0
tfim,1.0,2,0.002603129237922152,0.010971911142062755,0.016396928495971658,552.5
tfim,1.0,3,0.0025962056766579886,0.010933199522953628,0.01636012116550459,952.5
tfim,1.333521432163324,0,0.0020238949367218494,0.007887513258020604,0.011490793734127598,937.9
tfim,1.333521432163324,1,0.002028066823462659,0.007897435484692055,0.01149619900941574,496.5
tfim,1.333521432163324,2,0.0020210049017695703,0.007871827891983737,0.011463171190519334,402.6
tfim,1.333521432163324,3,0.002018283688061484,0.007861596025080091,0.011467484915624571,403.1
tfim,1.7782794100389228,0,0.0017181148458965847,0.006223093336154176,0.008640528337031834,403.2
tfim,1.7782794100389228,1,0.0017151762465119626,0.006191686227992599,0.008583777272065121,403.1
tfim,1.7782794100389228,2,0.0017158144910256856,0.006198523233100153,0.008588260697454626,403.1
tfim,1.7782794100389228,3,0.0017149142236368518,0.006193762400886611,0.008581196299899415,616.5
tfim,2.371373705661655,0,0.001687150366484718,0.0058527816002381244,0.007842084214577013,669.5
tfim,2.371373705661655,1,0.0016870986536876489,0.005853421963063008,0.007839135790025122,1003.7
tfim,2.371373705661655,2,0.0016811160989379187,0.0058326564445786745,0.007820355533274323,1027.5
tfim,2.371373705661655,3,0.001681515473942957,0.005834201834302693,0.007827394830503402,891.7
tfim,3.1622776601683795,0,0.0018230214226366112,0.006304287390221459,0.008242280009940796,599.4
tfim,3.1622776601683795,1,0.001822526119369544,0.006292383336590259,0.008217209272421666,1003.8
tfim,3.1622776601683795,2,0.0018198900089888774,0.006289749005572872,0.008213150329466385,1000.7
tfim,3.1622776601683795,3,0.0018274843832791583,0.006310614476427231,0.008236840297872418,1002.9
tfim,4.216965034285822,0,0.002307798114934545,0.008664858570221633,0.012002872944666792,583.2
tfim,4.216965034285822,1,0.0023081353929731,0.00866209128691743,0.011993705408338945,900.8
tfim,4.216965034285822,2,0.002307216590181087,0.008661121205949592,0.011991417600245769,1004.0
tfim,4.216965034285822,3,0.0023012453330130086,0.008644947606949364,0.011987683477114907,1007.5
tfim,5.623413251903491,0,0.003281842555123735,0.013510631753016611,0.01932885737609765,626.8
tfim,5.623413251903491,1,0.0032770280028471452,0.013493780044699602,0.019294301190594727,402.4
tfim,5.623413251903491,2,0.003285233252746248,0.013542534497310325,0.019386363552138502,402.5
tfim,5.623413251903491,3,0.003277440777520063,0.013482166493485133,0.019243396530293572,402.2
tfim,7.498942093324558,0,0.004647381540517144,0.020504066180039877,0.03076099029228451,402.2
tfim,7.498942093324558,1,0.004657506962366502,0.02052682214214529,0.030746522212790364,402.0
tfim,7.498942093324558,2,0.004658791167277747,0.020553946137166892,0.03084251896985331,569.5
tfim,7.498942093324558,3,0.004648221837248416,0.02050400409737757,0.030773729042472973,1000.0
tfim,10.0,0,0.006700999813167151,0.03186341831224088,0.05195281786347857,1002.9
tfim,10.0,1,0.0066826313185188195,0.03179628681160778,0.051887158137204646,948.7
tfim,10.0,2,0.0066881424652515025,0.03179743508424252,0.05184739252791571,584.7
tfim,10.0,3,0.006691357143727834,0.031825955110401184,0.05192288569369807,933.9
tfim,13.33521432163324,0,0.009788397801675525,0.045643866458140385,0.07703157251896829,1002.7
tfim,13.33521432163324,1,0.009800223771040038,0.04569616255248541,0.07713593035391152,1001.3
tfim,13.33521432163324,2,0.009783464386082763,0.04562594341987253,0.07703221025415899,459.1
tfim,13.33521432163324,3,0.00978544786271641,0.04565017722887836,0.07709001621473892,401.9
tfim,17.78279410038923,0,0.014121760306588495,0.06344974907623671,0.11102218798358655,495.1
tfim,17.78279410038923,1,0.014121541359246427,0.06347429691209874,0.1110883454593079,923.4
tfim,17.78279410038923,2,0.014112077165823085,0.06339896551555306,0.11093950712819219,998.0
tfim,17.78279410038923,3,0.014116267711281596,0.0634573007827688,0.11105943302538616,1000.5
tfim,23.71373705661655,0,0.01996248300400394,0.08280469305965533,0.1456297524478735,577.8
tfim,23.71373705661655,1,0.019966397054018425,0.08283311133575597,0.1456902905413753,515.0
tfim,23.71373705661655,2,0.01998251511710506,0.0828633458208075,0.14573688019347836,402.0
tfim,23.71373705661655,3,0.01998540476996087,0.08291583553359191,0.1458876908315082,517.0
tfim,31.622776601683793,0,0.03227092256325643,0.10899706385833675,0.18360929957037578,784.6
tfim,31.622776601683793,1,0.03233130118989445,0.10902568813601654,0.18353259967834196,997.9
tfim,31.622776601683793,2,0.03224101423432025,0.10887278877396606,0.18329183910257943,999.5
tfim,31.622776601683793,3,0.03220218992656681,0.10878681238279715,0.1831560324598055,706.6
tfim,42.169650342858226,0,0.0494033476769522,0.13935174553174842,0.22263015639441475,472.2
tfim,42.169650342858226,1,0.04938948981906741,0.13931205532135071,0.22254020583349116,560.6
tfim,42.169650342858226,2,0.049454288071199407,0.13946197943363298,0.22283325253488867,998.9
tfim,42.169650342858226,3,0.049413029967688024,0.1393841815760482,0.22272760692208954,1000.1
tfim,56.23413251903491,0,0.08624602688246469,0.1834886409390898,0.267270660323435,911.1
tfim,56.23413251903491,1,0.08623033406565118,0.1833909093555508,0.2670030171998326,483.4
tfim,56.23413251903491,2,0.08623976277954395,0.18343072499877086,0.26711958920187273,498.8
tfim,56.23413251903491,3,0.08631170894536903,0.18358589973214284,0.2674323222832903,943.3
tfim,74.98942093324558,0,0.15119630790670488,0.24933550843732555,0.3230550755293938,1022.5
tfim,74.98942093324558,1,0.15100612762846052,0.24919036132710962,0.32307566576090485,1001.8
tfim,74.98942093324558,2,0.15115592095746513,0.24922694087378733,0.3228649172935275,557.2
tfim,74.98942093324558,3,0.1510652855451384,0.2491481106624847,0.32287834134340365,514.8
tfim,100.0,0,0.25377084830665575,0.34454652325351265,0.39914394547911464,802.4
tfim,100.0,1,0.25367229598063534,0.34442739651399046,0.3990905399620303,999.3
tfim,100.0,2,0.2537620315196981,0.34463811621898155,0.3994703811528535,999.8
tfim,100.0,3,0.25368327089338916,0.3445961057712065,0.3995020300867191,692.4
