J,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,level_15,level_16,level_17,level_18,level_19,level_20,level_21,level_22,level_23,level_24,level_25,level_26,level_27,level_28,level_29,level_30,level_31,level_32,level_33,level_34,level_35,level_36,level_37,level_38,level_39,level_40,level_41,level_42,level_43,level_44,level_45,level_46,level_47,level_48,level_49,level_50,level_51,level_52,level_53,level_54,level_55,level_56,level_57,level_58,level_59,level_60,level_61,level_62,level_63
0.1,-0.5,-0.34122395294669616,-0.3377619068933749,-0.33478368341660725,-0.3318435912030208,-0.32882423548645306,-0.3255626294862212,-0.17874104622896408,-0.17624182778300587,-0.1737457842216865,-0.1720952698471503,-0.17068147686449822,-0.16925116876131244,-0.1678621588439385,-0.1666835901122633,-0.16546465146817524,-0.16404733694162682,-0.16264908460347496,-0.16119065854826098,-0.15960510591319732,-0.15709612316792565,-0.15464474777907322,-0.013331559899935059,-0.011116248981503605,-0.008620196123540987,-0.007382222232694326,-0.005874335224974416,-0.0048438875040777785,-0.0036093571341486858,-0.0025557705517316115,-0.0015214522294377676,-0.0005112148198874735,0.0004217828078961347,0.001512932024610224,0.002503185621254339,0.0036791384418942076,0.00487474578050534,0.005815613090135671,0.007373178387417685,0.008658115797815603,0.011150004914870525,0.0133774531817651,0.1546921101469526,0.15713617240774128,0.15958299795837447,0.16120300938410526,0.16262061128775213,0.16406102306614478,0.16544229065691393,0.16660064506650715,0.16783512508953852,0.16926640990217529,0.1706530307261243,0.17210588834602075,0.17372739260140424,0.17628358661574164,0.17878961275074975,0.3255960134476081,0.32885552485055686,0.33177602989942445,0.33471781061725553,0.3377951458189337,0.34125944437405514,0.5
0.11937766417144363,-0.5,-0.34263362496709815,-0.338609685709712,-0.3348984347031774,-0.33144228357398986,-0.32805583859423826,-0.32435899605006424,-0.18083350647746108,-0.17802828048789884,-0.17498250925009987,-0.17304583037016133,-0.1713352355880522,-0.16966948849000385,-0.16801561437985707,-0.1665781074550711,-0.16515222935023435,-0.16357407258602685,-0.16190110377722033,-0.1602085663013387,-0.15835877442612234,-0.15553747146912453,-0.15277463526202684,-0.015548992084497601,-0.01322129514775284,-0.010231229617809878,-0.008752086636790777,-0.006815418707317481,-0.00561153839258073,-0.004149686034225107,-0.002920337848478733,-0.0017485039498714124,-0.0005088766216455129,0.0006114498998380163,0.0018075766640943066,0.0029996593723788235,0.004246903793597293,0.005683905246627127,0.006834051612778596,0.008754970707091012,0.010135710977272248,0.01301529976299326,0.015425330044411004,0.15262870852432875,0.15538031189971663,0.1583578624211768,0.16023984477107103,0.16195325134318878,0.16364139724142635,0.16527331440183846,0.16669780454045577,0.16813509059497286,0.16972379026767326,0.1713896827355911,0.17307949755522387,0.17496268939290044,0.1778599437173099,0.18068141984742142,0.32424330027279075,0.3279972171803606,0.33163248649650284,0.3350794087510088,0.3385414244562387,0.34250731698486314,0.5
0.14251026703029981,-0.5,-0.3445093430979459,-0.339640384501065,-0.33542652391028227,-0.3309703611701711,-0.32691461632850727,-0.32253800542531424,-0.18371467476930886,-0.18024572569520994,-0.17671228881685025,-0.17444802570434936,-0.17234612144311748,-0.1702035547311691,-0.16829144456879838,-0.1665798988811813,-0.1649544642950391,-0.16299872013840605,-0.16091060002054414,-0.15879239137627887,-0.156589389444649,-0.15328509756200198,-0.14992415232462755,-0.01871321342043379,-0.01584380864731699,-0.012231126876832248,-0.010563593672788096,-0.008291728175038841,-0.006827385238522423,-0.005045759875110654,-0.00354429500227175,-0.002087407457540766,-0.0006554830975217386,0.0007123366337803172,0.002112177860714522,0.0035996557526652485,0.0051776156337968796,0.006856729723866762,0.00827777806259417,0.010460471579858212,0.012323870086947311,0.015697529893838116,0.018591384472842077,0.1498068350735058,0.15318623680306645,0.15661031993062655,0.1588243451726706,0.16092665420277114,0.16309660841586354,0.16498413041484017,0.16665205058162566,0.1683224622180547,0.17030223641782313,0.17236318128748013,0.17446286901305622,0.17673452321484892,0.18013893664382355,0.18359281842966133,0.3224554517755496,0.3269381901514141,0.3310362983402648,0.3354957504847818,0.33966236329252814,0.3444130901994068,0.5
0.17012542798525893,-0.5,-0.34657008367743886,-0.34082455533205425,-0.33586214473711656,-0.3308158509197704,-0.3256666699276771,-0.32026752642827616,-0.18688187568070183,-0.18274314154894777,-0.17863592471685436,-0.17588529878247003,-0.17343841296914317,-0.17110300863831576,-0.16870814016308067,-0.1667020043171078,-0.1647138936976671,-0.16223875264643228,-0.15989826877203991,-0.15746981010268235,-0.15476144804021666,-0.15048600026093775,-0.1463613294290597,-0.02221429530844766,-0.01876861426499018,-0.014451703646996907,-0.012507622512251421,-0.00993496337778344,-0.008252190761367201,-0.006120456327145441,-0.004324771158971303,-0.0026295352813998276,-0.0009036950049743045,0.0006864110628143649,0.0024922707590515807,0.0041939102904232015,0.006060168772267054,0.008208578185609857,0.009862507304094329,0.012444371325388802,0.01451595976846105,0.01903018308029534,0.022572613368489414,0.14671452912160515,0.15070863792460987,0.1546803247308624,0.15733057827870028,0.15980937330629982,0.16215261306710135,0.1645346624887383,0.1664984565864089,0.16852918735977873,0.17104561233470814,0.17336422214260214,0.1757883065194998,0.17854982828576418,0.1830013941539652,0.18726513315549567,0.3205056652902666,0.3256983652281737,0.3305105474071122,0.3355501576300026,0.3408782919983547,0.3468502268863389,0.5
0.20309176209047358,-0.5,-0.3491500448626487,-0.3424996387007657,-0.3361523474250272,-0.3301862685915875,-0.32412356115896884,-0.31789367507298116,-0.1908289493885837,-0.18603611558129088,-0.18101068067231782,-0.1776581628900159,-0.1747820062215072,-0.17197259774126603,-0.16911095209630475,-0.1665927579004444,-0.16418694032583883,-0.1613534956899643,-0.15850777428654558,-0.1556237202270544,-0.15232292185031088,-0.14744411324614706,-0.14259036865164734,-0.026523619524507058,-0.02251451430391238,-0.01741667722496686,-0.01490972041711526,-0.011873580767585696,-0.009898787895262957,-0.0073643629451935885,-0.005206164688027477,-0.0031261892418305848,-0.0010279966140505096,0.0010539386478933507,0.0029691053697575636,0.005010634227579101,0.007363633492603503,0.009845885990141584,0.011788970203718288,0.014949647781551667,0.01747246644407795,0.022558989532165147,0.026816804489094688,0.14288705487730893,0.14748468245459,0.15227408450252256,0.15552132833988166,0.15843543625788917,0.16128658582220862,0.16408231595561876,0.16659753727414903,0.1690087855660224,0.17188911346826052,0.1746977628807132,0.17756322998811813,0.18100434950035027,0.18610988971867143,0.19113730667161577,0.3180969558938935,0.3239921260888823,0.3300912310294342,0.33605413032518733,0.34236270287166976,0.3493978335554634,0.5
0.24244620170823283,-0.5,-0.3523720547052658,-0.3437755767186691,-0.33683211153127807,-0.32924925319842,-0.3226325018669413,-0.31514205686612895,-0.19553548042984414,-0.18955946060175613,-0.18367935649747522,-0.17953743706864145,-0.17610978916070796,-0.17268538768020636,-0.16946984416250077,-0.16658818125627842,-0.16383436528046566,-0.16059589949592148,-0.15711413428736448,-0.15334457030176202,-0.14957729446316576,-0.1440784311475905,-0.13830428593025326,-0.03156972584664623,-0.02661952954316365,-0.020777018350427806,-0.01775193768835761,-0.01390583325425432,-0.011402502220484364,-0.008372868436575153,-0.005937761381267223,-0.003661247692919653,-0.0012766051687476462,0.0009931662761327737,0.0033563779946733764,0.006050028877210607,0.00858034946835905,0.011520479786453501,0.013960087511661121,0.017690092748937052,0.020815314581470692,0.026722217342472137,0.031566587417841775,0.1383246928908439,0.14405793682222287,0.14966775276984864,0.15355761602975648,0.1570443893980573,0.16055350425210185,0.16364532058854267,0.16647591140930276,0.1692968984197008,0.17264856262760656,0.1760626775480623,0.1797731105728092,0.1837585453989629,0.18955130641274806,0.19556862167796651,0.3151444490897818,0.32262066155692437,0.3292473115005432,0.3368093972349056,0.3437989644375753,0.35237602769920323,0.5
0.2894266124716751,-0.5,-0.3560142969755193,-0.3458930276750293,-0.337270694798683,-0.3286890173973572,-0.3204569432953086,-0.31169283655774266,-0.20095087447658713,-0.19398024956393192,-0.18691681390204276,-0.18212565685337403,-0.17794544536972023,-0.17414574271939479,-0.17001825881607985,-0.16651303650525037,-0.16315618617947333,-0.1591819687932732,-0.1551935613756236,-0.1510094096832872,-0.14633837772653815,-0.13968816313504154,-0.13290428117437666,-0.037498325214694435,-0.031499715666790815,-0.02479122165012857,-0.02115405994662568,-0.016639828311290614,-0.013873713671004142,-0.010432588862519531,-0.0073045687185217464,-0.004277106228772529,-0.001385245430107686,0.0014366680881827056,0.004249846412691366,0.007150572686585529,0.0102046509505463,0.013693659454707654,0.016559891106408587,0.02119519649133769,0.0248393697799688,0.031743628393562824,0.03767975152270284,0.1331233685815856,0.13973081409384755,0.1464060829263354,0.15088990932555502,0.15515530169627234,0.1590118480811942,0.16304459395164198,0.1664197978093793,0.1698886227592159,0.17399181824354149,0.17791301148759342,0.18205252169503794,0.1870126737037633,0.1941020721434994,0.20118803296292376,0.3118290632306833,0.3204005926562137,0.3285617919805096,0.3371410527767298,0.3458491154691143,0.35620078258754306,0.5
0.345510729459222,-0.5,-0.36069223133240214,-0.3483811399780936,-0.3378179542266775,-0.3272665769956393,-0.3177778978090539,-0.3080342115240164,-0.20772833757574827,-0.19970416048864134,-0.19098995343328823,-0.1849759368740055,-0.18010819952882468,-0.17533902906980356,-0.17043367607785814,-0.16632922591774618,-0.16235388662562747,-0.1575854666164666,-0.1525658352635783,-0.14746818082876526,-0.14251944744561978,-0.13474918895187743,-0.12701645958790422,-0.04473463922757721,-0.03812379975267392,-0.029600346567524038,-0.025248208196608703,-0.01992413124764593,-0.016460036092678633,-0.012277944688328282,-0.008525987332220694,-0.004933196186972915,-0.0015027373666195423,0.001675919061753875,0.0052261388561395394,0.008737628039686928,0.012537323181346892,0.01669114266580902,0.02000401595802541,0.025318345636574934,0.029453945970856973,0.037504492267449493,0.0444005555121461,0.12668789397978747,0.13429740797781475,0.14235395589377667,0.14797442944824543,0.15286573682993793,0.15783057841170797,0.16253007207330217,0.1664852890328082,0.17054095422203472,0.17556206563349033,0.18040463045768138,0.1854219437591002,0.19071800788786764,0.19913071642649338,0.20735411155505656,0.30770985103007936,0.3178281843459016,0.3276848933877239,0.3382117738563368,0.3483499161001792,0.3602577219580742,0.5
0.41246263829013524,-0.5,-0.36630476925691546,-0.3512633421996001,-0.33870937179570665,-0.326147111515894,-0.31464696477678833,-0.3029251229117317,-0.21628281954682568,-0.20589523413665733,-0.1958331901653608,-0.18897590739405182,-0.1828430381735318,-0.1773363296644989,-0.17132914388971668,-0.16622895821553146,-0.16117024735220956,-0.1557078499953963,-0.14997435453436986,-0.1438640893690394,-0.13765474883834686,-0.12808964097451708,-0.11879466551620918,-0.05383891478498668,-0.045638256753254815,-0.035462418336626104,-0.0301157870373404,-0.02401576225361354,-0.01999419489124298,-0.015096960500829508,-0.010399214530942176,-0.006227176123736733,-0.0019820337970835357,0.002267730688628688,0.006270918884269514,0.010474525007123201,0.014729811682972832,0.01986528040918113,0.024149798668626644,0.03042442424016132,0.035475203685308446,0.04518227363920322,0.053969516119773825,0.11867769929946698,0.12827359159711768,0.13735725026443105,0.1437362056749825,0.15006194917663107,0.15573240603950692,0.16149324045874403,0.16627948557209765,0.1715992669841879,0.17725920578314447,0.18286253324993948,0.18883839636134944,0.19566954026203612,0.20601438185821874,0.21617514446641803,0.3028786164428421,0.3146657645870902,0.3261820243043145,0.3387921122405788,0.35126093771599237,0.36622854243223635,0.5
0.4923882631706739,-0.5,-0.3726464101971746,-0.35422737754913186,-0.3392821502293017,-0.32483477794573123,-0.3111956136056523,-0.29776782840273336,-0.2254368287834247,-0.21330174547568803,-0.20085219618169883,-0.19269733244334508,-0.18536112581440423,-0.17890662250144446,-0.17220638318503909,-0.16613876979710407,-0.16022306216214602,-0.153654053115693,-0.14695644093092664,-0.13968143747100556,-0.1325968986294649,-0.12141896627692392,-0.11036468903675592,-0.06371269212660019,-0.053846684231502906,-0.04201934112279083,-0.035358790895646815,-0.02810198068504813,-0.023102645064966447,-0.017416473947392385,-0.012070297215455338,-0.007126585166628733,-0.002272943003943713,0.0021865494732839523,0.007184306937115553,0.012250280033372267,0.017816712273418057,0.023525550153477605,0.02825469816726812,0.035515330537689904,0.04152891548704038,0.053576839190586485,0.06352121326199296,0.11016549976717945,0.12136224036213239,0.13243043131745297,0.1397858356955939,0.14735459586859564,0.1538537144354623,0.16032899316182614,0.16625761149849988,0.172204605995119,0.17907698072579048,0.1857452972406922,0.19290676592126071,0.20051340511479115,0.21297687371053112,0.22527336322841848,0.2975977806434642,0.31138529393375125,0.32499930588734927,0.3392941178807509,0.35438427558110597,0.3724010841863145,0.5
