model,param,realization,runtime_s,chi_m_tot,chi_p_tot,chi_d_tot,I_m_tot,I_p_tot,C_m_tot,C_p_tot,beta_W_irr_tot,beta_W_relax_tot,chi_m_tau1_tot,chi_m_tau2_tot,chi_p_h2_tot,chi_p_h3_tot,identity_residual_max,n_eval,n_seq
tfim,0.1,0,1822.6,1.3667669292670657,1.3373212798634095,0.029445649403656127,1.045383102415828,1.0207371394602873,0.32138382685120326,0.31658414040313065,0.03091286436194337,0.0014672149583005538,0.9482807849420003,0.48460643352248267,0.8997077314285722,0.4261047991018416,8.881784197001252e-16,2000,5000
tfim,0.1,1,1822.6,1.28414722356335,1.258823364072343,0.025323859491007017,0.9702502838887348,0.9496642442480114,0.31389693967462007,0.30915911982431554,0.026440462268649583,0.0011166027776430287,0.8907675764201715,0.4545399859087915,0.8471641714882501,0.40052084136168187,8.881784197001252e-16,2000,5000
tfim,0.1,2,1822.6,1.2702436643689134,1.2455142105160388,0.024729453852874617,0.9577260557088394,0.9376652296644243,0.31251760866006895,0.30784898085163115,0.025806224100536578,0.001076770247661447,0.8811523870489921,0.4494841861131236,0.8381779196232007,0.3961178414895161,8.881784197001252e-16,2000,5000
tfim,0.1,3,1822.6,1.350648039602023,1.3219517555487688,0.028696284053254306,1.030707351755014,1.006786782272064,0.3199406878469877,0.3151649732767301,0.03010866418126704,0.0014123801280176507,0.9370365547538682,0.4788969353565973,0.8894632528621651,0.42136497364024583,8.881784197001252e-16,2000,5000
tfim,0.1,4,1822.6,1.3357908489336583,1.3079392480777945,0.0278516008558638,1.0171016469264957,0.9940780205293773,0.31868920200713835,0.31386122754841206,0.029175749995108916,0.0013241491392407335,0.9266110482308467,0.47330365510104766,0.8800699096927396,0.4167070657248453,8.881784197001252e-16,2000,5000
tfim,0.1,5,1822.6,1.328110865607615,1.3006384484611648,0.027472417146450212,1.010131105583346,0.9874663790866949,0.31797976002428663,0.3131720693744853,0.028766304634498634,0.0012938874880581606,0.9212102169421819,0.4704943913209103,0.8750921898539366,0.4141664607084512,8.881784197001252e-16,2000,5000
tfim,0.1,6,1822.6,1.331033051513034,1.3033578388416127,0.027675212671421257,1.0129056628103585,0.9899882717729227,0.31812738870267054,0.31336956706866914,0.028987989590706822,0.0013127769192597886,0.9234074224132134,0.4715027278664712,0.876940345508904,0.41492079534209747,8.881784197001252e-16,2000,5000
tfim,0.1,7,1822.6,1.340801963070108,1.3127176971242829,0.028084265945825138,1.0219393031275619,0.9986662942669282,0.3188626599425126,0.31405140285736155,0.029419960662728173,0.00133569471691459,0.9303463812620265,0.47488176988453423,0.883092167092522,0.41766380831251704,8.881784197001252e-16,2000,5000
tfim,0.1,8,1822.6,1.3191321954437263,1.2920923575024772,0.02703983794124909,1.0020764810431393,0.9797967334052764,0.31705571440057456,0.31229562409720346,0.028299667264818036,0.0012598293235813393,0.9150247674172829,0.46715754276379995,0.8693977359102725,0.41130646193980835,8.881784197001252e-16,2000,5000
tfim,0.1,9,1822.6,1.3621069824891072,1.332919658797156,0.029187323691951317,1.0411644611414816,1.0167597902335777,0.3209425213475976,0.3161598685635738,0.03062966268426932,0.0014423389923415352,0.9449606514376856,0.4827948337173602,0.8967899992671993,0.42467240363128544,8.881784197001252e-16,2000,5000
