artifact_state,parameter_match,length,dimension,beta,boundary,time,observable,display_offset,mixed_exact,representative,lower_68,upper_68,lower_95,upper_95
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.0,sigma_x,0.0,5.182486384480711e-17,-0.02564357085734704,-0.03927631844508601,0.026646560300498195,-0.0828197287492252,0.06267298842227152
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.0,sigma_y,0.4,2.0383000842727483e-16,-0.041427387109456024,-0.03839483542975252,0.053971088350268155,-0.05256886945671037,0.10871318940489923
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.0,sigma_z,-0.2,-0.5718978391642802,-0.5983514511050131,-0.5939536094342183,-0.44418406064794363,-0.6769956862530233,-0.38692706636153534
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.0,sigma_x_sigma_x,1.0,-0.35035455813904237,-0.27869594591011515,-0.4049201896294687,-0.26612665798048796,-0.499979247316807,-0.21191813628282316
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.05,sigma_x,0.0,-0.03120686728602868,-0.05321918675007307,-0.0693459096320619,-0.003550778671461558,-0.10926767523277951,0.020878493695183638
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.05,sigma_y,0.4,0.04610941638842057,-0.0016901057921350545,-0.0020556195183162517,0.10571943759301744,-0.012233566203893313,0.17383684932094431
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.05,sigma_z,-0.2,-0.5674657605622796,-0.5963633489394492,-0.5888541223956344,-0.4401979481139419,-0.6726103288451145,-0.38619782122717644
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.05,sigma_x_sigma_x,1.0,-0.3497203510399618,-0.2756422333668612,-0.3997479574343111,-0.2659643489930935,-0.487508013784144,-0.21776551174850642
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.1,sigma_x,0.0,-0.06644426474534929,-0.0844032742347782,-0.10030361685944081,-0.038122915929596726,-0.13728974999386975,-0.01527140175295887
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.1,sigma_y,0.4,0.07917618255710163,0.027631323911863882,0.024113745096208748,0.14470976907094385,0.010332174819697922,0.23371765427618435
