series,frequency_ratio,fitted_log_probability
backreaction,0.5878930817610063,0.9720420685898077
backreaction,0.5884905660377359,0.958765850048815
backreaction,0.5890880503144654,0.9454896315078223
backreaction,0.589685534591195,0.9322134129668314
backreaction,0.5902830188679246,0.9189371944258387
backreaction,0.590880503144654,0.9056609758848495
backreaction,0.5914779874213836,0.8923847573438586
backreaction,0.5920754716981131,0.8791085388028659
backreaction,0.5926729559748427,0.8658323202618732
backreaction,0.5932704402515723,0.8525561017208823
backreaction,0.5938679245283018,0.8392798831798896
backreaction,0.5944654088050314,0.8260036646388986
backreaction,0.595062893081761,0.8127274460979059
backreaction,0.5956603773584905,0.799451227556915
backreaction,0.5962578616352201,0.7861750090159223
backreaction,0.5968553459119497,0.7728987904749296
backreaction,0.5974528301886792,0.7596225719339387
backreaction,0.5980503144654088,0.746346353392946
backreaction,0.5986477987421384,0.733070134851955
backreaction,0.5992452830188679,0.7197939163109623
backreaction,0.5998427672955975,0.7065176977699714
backreaction,0.600440251572327,0.6932414792289787
backreaction,0.6010377358490566,0.679965260687986
backreaction,0.6016352201257862,0.6666890421469951
backreaction,0.6022327044025158,0.6534128236060024
backreaction,0.6028301886792453,0.6401366050650115
backreaction,0.6034276729559749,0.6268603865240188
backreaction,0.6040251572327043,0.6135841679830296
backreaction,0.6046226415094339,0.6003079494420369
backreaction,0.6052201257861635,0.587031730901046
backreaction,0.605817610062893,0.5737555123600533
backreaction,0.6064150943396226,0.5604792938190624
backreaction,0.6070125786163522,0.5472030752780697
backreaction,0.6076100628930817,0.533926856737077
backreaction,0.6082075471698113,0.520650638196086
backreaction,0.6088050314465409,0.5073744196550933
backreaction,0.6094025157232704,0.4940982011141024
backreaction,0.61,0.4808219825731097
